patric_id						KO					COG	COG_function
fig|31899.10.peg.2251|SAMN05216182_2040	521460.Athe_1742	9.00E-191	628.9	RPLB	"GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0030529,GO:0032991,GO:0034645,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:1901576"	K02886		bactNOG[38]	"05CFD@bactNOG,0EP03@cloNOG,0NDSP@firmNOG,COG0090@NOG"	05CFD|3.36198219503e-143|478.822723389	J	"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity"
fig|31899.10.peg.2252|SAMN05216182_2041	521460.Athe_1743	8.50E-61	196.9	RPLW	"GO:0003674,GO:0003735,GO:0005198,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0071704,GO:1901576"	K02892		bactNOG[38]	"080UE@bactNOG,0EUAS@cloNOG,0NKQJ@firmNOG,COG0089@NOG"	080UE|7.81942773772e-45|156.195022583	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)
fig|31899.10.peg.2253|SAMN05216182_2042	521460.Athe_1744	2.20E-138	454.7	RPLD	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02926		bactNOG[38]	"06U5A@bactNOG,0EPXA@cloNOG,0NEBN@firmNOG,COG0088@NOG"	06U5A|4.65243305456e-94|318.732543945	J	"One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)"
fig|31899.10.peg.2254|SAMN05216182_2043	521460.Athe_1745	1.70E-139	458.8	RPLC	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0016020,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031325,GO:0034645,GO:0040007,GO:0043170,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090069,GO:1901576,GO:2000232,GO:2000234"	K02906		bactNOG[38]	"05EEE@bactNOG,0ENSK@cloNOG,0NDJY@firmNOG,COG0087@NOG"	05EEE|2.95892740097e-111|375.325592041	J	"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)"
fig|31899.10.peg.2255|SAMN05216182_2044	521460.Athe_1746	3.20E-66	216	RPSJ	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0030312,GO:0030529,GO:0032991,GO:0034645,GO:0040007,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02946		bactNOG[38]	"08Z10@bactNOG,0ET3Q@cloNOG,0NJ6Y@firmNOG,COG0051@NOG"	08Z10|9.39913101818e-55|186.74961853	J	Involved in the binding of tRNA to the ribosomes (By similarity)
fig|31899.10.peg.2258|SAMN05216182_2046	521460.Athe_1748	4.00E-114	370			K03594		bactNOG[38]	"05KAU@bactNOG,0EUX8@cloNOG,0NMH2@firmNOG,COG1633@NOG"	05KAU|4.70981455542e-59|202.676513672	P	ferritin dps family protein
fig|31899.10.peg.2259|SAMN05216182_2047	521460.Athe_1749	2.40E-267	879.5					bactNOG[38]	"05DHT@bactNOG,0EQVJ@cloNOG,0NFRF@firmNOG,COG2206@NOG"	05DHT|7.82267717406e-122|411.086853027	T	Metal Dependent Phosphohydrolase
fig|31899.10.peg.2260|SAMN05216182_2048	521460.Athe_1750	3.40E-295	970.2					bactNOG[38]	"08UVM@bactNOG,0ESDX@cloNOG,0NIEI@firmNOG,11IQG@NOG"	08UVM|1.29255483757e-114|387.06463623	T	Histidine kinase
fig|31899.10.peg.2261|SAMN05216182_2049	521460.Athe_1751	3.00E-155	505.2					bactNOG[38]	"08SV2@bactNOG,0ESPP@cloNOG,0NIC7@firmNOG,COG0745@NOG"	08SV2|6.64648609706e-99|332.869995117	T	Two component transcriptional regulator (Winged helix family
fig|31899.10.peg.2262|SAMN05216182_2050	940615.AciX9_2833	1.20E-137	452.9	MANB	"GO:0003674,GO:0003824,GO:0004614,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0008150,GO:0008152,GO:0009056,GO:0016052,GO:0016853,GO:0016866,GO:0016868,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901575"	"K01840,K15778"	PMANM	bactNOG[38]	"000FW@acidNOG,003F3@aciNOG,05D6M@bactNOG,COG1109@NOG"	05D6M|2.2189764309e-175|587.354431152	G	Phosphoglucomutase Phosphomannomutase
fig|31899.10.peg.2263|SAMN05216182_2051	521460.Athe_1753	5.20E-244	801.1		"GO:0006810,GO:0008150,GO:0051179,GO:0051234"	K08217		bactNOG[38]	"07RTI@bactNOG,0EW6P@cloNOG,0NPHT@firmNOG,0ZVGU@NOG"	07RTI|3.30545776392e-99|335.561645508	G	Major Facilitator Superfamily
fig|31899.10.peg.2264|SAMN05216182_2052	521460.Athe_1754	0	1054.6	APEA		"K01255,K01267"		bactNOG[38]	"05DFM@bactNOG,0ENNG@cloNOG,0ND57@firmNOG,COG1362@NOG"	05DFM|1.58692542065e-169|568.656616211	E	M18 family aminopeptidase
fig|31899.10.peg.2265|SAMN05216182_2053	521460.Athe_1755	5.10E-251	827.6	MNTA		K03322		bactNOG[38]	"05C56@bactNOG,0ENV8@cloNOG,0NDWC@firmNOG,COG1914@NOG"	05C56|1.08797628242e-135|455.84487915	P	"H( )-stimulated, divalent metal cation uptake system (By similarity)"
fig|31899.10.peg.2266|SAMN05216182_2054	521460.Athe_1756	6.10E-47	147.8					bactNOG[38]	"05Z7Q@bactNOG,0EW9T@cloNOG,0NPTP@firmNOG,123SF@NOG"	05Z7Q|7.06437157218e-33|115.321937561	S	Cytosolic protein
fig|31899.10.peg.2267|SAMN05216182_2055	521460.Athe_1757	0	1182.8			K04034		bactNOG[38]	"07SIB@bactNOG,0EPAG@cloNOG,0NENJ@firmNOG,COG1032@NOG"	07SIB|8.1538306397e-134|450.829376221	C	radical SAM domain protein
fig|31899.10.peg.2268|SAMN05216182_2056	351627.Csac_2303	3.00E-101	327.7	YRKE				bactNOG[38]	"07YAG@bactNOG,0ESE3@cloNOG,0P2Y2@firmNOG,COG2210@NOG"	07YAG|2.16962799526e-83|283.390075684	P	Inherit from COG: sulfurtransferase activity
fig|31899.10.peg.2269|SAMN05216182_2057	632335.Calkr_1775	5.30E-49	156.8	YRKI		K04085		bactNOG[38]	"05VFE@bactNOG,0NQ5T@firmNOG,COG0425@NOG"	05VFE|3.93760869548e-20|75.5723800659	O	sira family
fig|31899.10.peg.2270|SAMN05216182_2058	521460.Athe_1759	1.70E-52	165					bactNOG[38]	"05YN9@bactNOG,0NP7H@firmNOG,COG1937@NOG"	05YN9|1.55564005906e-33|117.483421326	S	Pfam:DUF156
fig|31899.10.peg.2271|SAMN05216182_2059	521460.Athe_1760	2.50E-47	146.9					bactNOG[38]	"065S0@bactNOG,0EVPT@cloNOG,0NNPG@firmNOG,124JZ@NOG"	065S0|1.07487328698e-39|137.267791748	C	4fe-4S ferredoxin iron-sulfur binding domaiN-containing protein
fig|31899.10.peg.2272|SAMN05216182_2060	521460.Athe_1761	5.60E-250	818			"K04771,K08070"		bactNOG[38]	"05C0H@bactNOG,0EZRZ@cloNOG,0NHP9@firmNOG,COG0265@NOG"	0EZRZ|7.55998624876e-194|646.826904297	M	peptidase s1 and s6 chymotrypsin hap
fig|31899.10.peg.2274|SAMN05216182_2062	521460.Athe_1763	3.50E-250	825.1	YPSC	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K07444,K19271"		bactNOG[38]	"05C4H@bactNOG,0EPG1@cloNOG,0NDWT@firmNOG,COG0116@NOG"	05C4H|1.92679526445e-122|413.159942627	L	Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA (By similarity)
fig|31899.10.peg.2275|SAMN05216182_2063	521460.Athe_1764	3.80E-68	220	YERC				bactNOG[38]	"05KGF@bactNOG,0EUBE@cloNOG,0NKN8@firmNOG,COG4496@NOG"	05KGF|7.38338773887e-48|164.363754272	S	"protein, YerC YecD"
fig|31899.10.peg.2276|SAMN05216182_2064	521460.Athe_1765	2.00E-193	633.2	YTXC				bactNOG[38]	"08TDW@bactNOG,0ESW7@cloNOG,0NH71@firmNOG,11IPP@NOG"	08TDW|1.64100683712e-71|244.014007568	S	sporulation protein YtxC
fig|31899.10.peg.2277|SAMN05216182_2065	521460.Athe_1766	1.30E-171	560.3					bactNOG[38]	"08M01@bactNOG,0ESSB@cloNOG,0NING@firmNOG,0ZVJP@NOG"	08M01|1.16197411013e-89|302.850860596	S	NA
fig|31899.10.peg.2278|SAMN05216182_2066	521460.Athe_1767	1.30E-114	373.4					bactNOG[38]	"05ZTF@bactNOG,0EVBN@cloNOG,0NPAP@firmNOG,COG4720@NOG"	05ZTF|2.29204987142e-52|180.060974121	S	Membrane Spanning Protein
fig|31899.10.peg.2279|SAMN05216182_2067	521460.Athe_1768	0	1031.3			K03406		bactNOG[38]	"05C8Q@bactNOG,0ENZR@cloNOG,0NDH9@firmNOG,COG0840@NOG"	0ENZR|9.35447539275e-153|513.555480957	T	methyl-accepting chemotaxis
fig|31899.10.peg.2280|SAMN05216182_2068	338963.Pcar_0995	2.50E-41	135.7	CHEW	"GO:0003674,GO:0004871,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006935,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009987,GO:0023052,GO:0040011,GO:0042221,GO:0042330,GO:0044424,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007"	K03408		bactNOG[38]	"08V3W@bactNOG,0GG3J@delNOG,0HH5Q@dproNOG,179QD@proNOG,COG0835@NOG"	08V3W|2.70792872229e-46|160.143539429	"N, T"	"Chemotaxis protein, CheW"
fig|31899.10.peg.2281|SAMN05216182_2069	521460.Athe_1770	0	1361.2	CHEA		K03407		bactNOG[38]	"05CBS@bactNOG,0EP11@cloNOG,0NDVY@firmNOG,COG0643@NOG"	0EP11|1.26263564169e-205|686.887207031	T	Chea signal transduction histidine kinase
fig|31899.10.peg.2282|SAMN05216182_2070	521460.Athe_1771	4.40E-76	243.2			"K03413,K07699"		bactNOG[38]	"08HGM@bactNOG,0F6UV@cloNOG,0P5WR@firmNOG,COG0784@NOG"	08HGM|4.37569853092e-51|177.552429199	T	response regulator receiver protein
fig|31899.10.peg.2283|SAMN05216182_2071	981222.Cabther_A1329	7.60E-95	310.4			K03783	"NP1,PNP,PUNP1,PUNP2,PUNP3,PUNP4,PUNP5"	bactNOG[38]	"003XA@aciNOG,07QSW@bactNOG,COG0005@NOG"	07QSW|1.14909148604e-113|381.938232422	F	"The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate (By similarity)"
fig|31899.10.peg.2284|SAMN05216182_2072	521460.Athe_1773	4.00E-267	880.8	DEOB	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008973,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0033554,GO:0034641,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:1901360"	K01839	"PPM,PPM2"	bactNOG[38]	"05CZG@bactNOG,0ENT0@cloNOG,0NED4@firmNOG,COG1015@NOG"	05CZG|3.36178668602e-170|569.135498047	G	Phosphotransfer between the C1 and C5 carbon atoms of pentose (By similarity)
fig|31899.10.peg.2285|SAMN05216182_2073	521460.Athe_1774	1.30E-140	461.8	DEOC	"GO:0003674,GO:0003824,GO:0004139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009117,GO:0009166,GO:0009262,GO:0009264,GO:0009987,GO:0015949,GO:0016020,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0019439,GO:0019637,GO:0033554,GO:0034641,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901575"	"K00852,K01619"	DRPA	bactNOG[38]	"05FCI@bactNOG,0ERUA@cloNOG,0NE8M@firmNOG,COG0274@NOG"	05FCI|1.87994803492e-106|360.261962891	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate (By similarity)
fig|31899.10.peg.2286|SAMN05216182_2074	521460.Athe_1775	3.60E-285	940.6	DEOA	"GO:0003674,GO:0003824,GO:0005575,GO:0006139,GO:0006213,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009032,GO:0009116,GO:0009987,GO:0016020,GO:0016154,GO:0016740,GO:0016757,GO:0016763,GO:0033554,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072527,GO:1901135,GO:1901360,GO:1901564,GO:1901657"	"K00756,K00758"	"DURIPP,PYNP1,PYNP2r,TMDPP"	bactNOG[38]	"05CMW@bactNOG,0ENQR@cloNOG,0ND8U@firmNOG,COG0213@NOG"	05CMW|7.80387526171e-196|655.254089355	F	"The enzymes which catalyze the reversible phosphorolysis of pyrimidine nucleosides are involved in the degradation of these compounds and in their utilization as carbon and energy sources, or in the rescue of pyrimidine bases for nucleotide synthesis (By similarity)"
fig|31899.10.peg.2287|SAMN05216182_2075	521460.Athe_1776	1.10E-32	101					bactNOG[38]	"068II@bactNOG,0EXHB@cloNOG,0NR8U@firmNOG,0XWAP@NOG"	068II|3.43995715922e-26|93.3725204468	S	XapX domain-containing protein
fig|31899.10.peg.2288|SAMN05216182_2076	521460.Athe_1777	4.00E-90	294.7	CDD	"GO:0003674,GO:0003824,GO:0004126,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006213,GO:0006216,GO:0006461,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008655,GO:0009056,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009164,GO:0009972,GO:0009987,GO:0016020,GO:0016043,GO:0016787,GO:0016810,GO:0016814,GO:0018130,GO:0019239,GO:0019438,GO:0019439,GO:0022607,GO:0034641,GO:0034654,GO:0034655,GO:0042454,GO:0042455,GO:0043094,GO:0043100,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044464,GO:0044710,GO:0046087,GO:0046108,GO:0046109,GO:0046131,GO:0046132,GO:0046133,GO:0046134,GO:0046135,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0047844,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:0072527,GO:0072528,GO:0072529,GO:1901135,GO:1901136,GO:1901137,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659"	"K00758,K01489"	"CYTD,DCYTD"	bactNOG[38]	"05KG3@bactNOG,0EU73@cloNOG,0NKS3@firmNOG,COG0295@NOG"	05KG3|4.31042902561e-52|180.837402344	F	cytidine deaminase
fig|31899.10.peg.2289|SAMN05216182_2077	608506.COB47_1591	2.10E-153	498			K03710		bactNOG[38]	"07UBV@bactNOG,0F4MC@cloNOG,0P37E@firmNOG,COG2188@NOG"	07UBV|4.89907552952e-95|320.307891846	K	GntR family transcriptional regulator
fig|31899.10.peg.2290|SAMN05216182_2078	521460.Athe_1779	3.50E-198	653.1	RBSC	"GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0008643,GO:0009987,GO:0015144,GO:0022857,GO:0022891,GO:0022892,GO:0034219,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:1901476"	K02057		bactNOG[38]	"05DYV@bactNOG,0ENR0@cloNOG,0NDP1@firmNOG,COG1079@NOG"	05DYV|4.34372622714e-119|400.731750488	S	ABC transporter
fig|31899.10.peg.2291|SAMN05216182_2079	521460.Athe_1780	3.30E-226	745.6	YUFP	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02057		bactNOG[38]	"05UIB@bactNOG,0EPQ3@cloNOG,0NDI6@firmNOG,COG4603@NOG"	05UIB|8.29639637672e-129|433.333770752	S	(ABC) transporter
fig|31899.10.peg.2292|SAMN05216182_2080	521460.Athe_1781	0	1082.6			K02056		bactNOG[38]	"08JQ9@bactNOG,0F7EM@cloNOG,0P6Q1@firmNOG,COG3845@NOG"	08JQ9|1.50539556454e-232|776.031921387	S	ABC transporter
fig|31899.10.peg.2293|SAMN05216182_2081	471852.Tcur_0904	3.40E-78	254.7	MTNP		K00772		bactNOG[38]	"00D3M@actNOG,07USC@bactNOG,COG0005@NOG"	07USC|4.72414662123e-98|330.468597412	F	"Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates (By similarity)"
fig|31899.10.peg.2294|SAMN05216182_2082	521460.Athe_1783	2.70E-217	714.8	BMPA		K07335		bactNOG[38]	"05DIH@bactNOG,0EQ14@cloNOG,0NDJ2@firmNOG,COG1744@NOG"	05DIH|1.00792012714e-117|396.803833008	S	basic membrane
fig|31899.10.peg.2295|SAMN05216182_2083	521460.Athe_1784	9.80E-162	530.6	COBQ	"GO:0008150,GO:0040007"	K07009		bactNOG[38]	"05F1K@bactNOG,0EPKV@cloNOG,0NFBW@firmNOG,COG3442@NOG"	05F1K|1.37247174821e-92|313.201660156	S	Glutamine amidotransferase
fig|31899.10.peg.2296|SAMN05216182_2084	521460.Athe_1785	2.60E-301	992.8	MURE	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464"	K01928	UAAGDS	bactNOG[38]	"05DMS@bactNOG,0ENQ4@cloNOG,0ND73@firmNOG,COG0769@NOG"	05DMS|2.94053123839e-134|452.069946289	M	mur ligase
fig|31899.10.peg.2297|SAMN05216182_2085	521460.Athe_1786	2.00E-194	637.2	XERD	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006276,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008907,GO:0009009,GO:0009037,GO:0009987,GO:0015074,GO:0032991,GO:0034641,GO:0040007,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0048476,GO:0071139,GO:0071704,GO:0090304,GO:1901360"	K04763		bactNOG[38]	"05C13@bactNOG,0ENQ7@cloNOG,0ND74@firmNOG,COG4974@NOG"	0ENQ7|9.67252630165e-108|362.958496094	L	"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)"
fig|31899.10.peg.2300|SAMN05216182_2088	521460.Athe_1789	9.80E-255	837.6	SPOIIP		K06385		bactNOG[38]	"08ZRV@bactNOG,0EQNQ@cloNOG,0NGGU@firmNOG,0ZNVS@NOG"	08ZRV|1.23887346057e-83|284.4246521	S	stage ii sporulation protein p
fig|31899.10.peg.2301|SAMN05216182_2089	521460.Athe_1790	5.20E-211	692.8	GPR	"GO:0000003,GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0008233,GO:0016787,GO:0019954,GO:0030436,GO:0032502,GO:0043934,GO:0044699,GO:0044767"	K06012		bactNOG[38]	"05CEF@bactNOG,0ENTY@cloNOG,0NDKS@firmNOG,0XNXE@NOG"	05CEF|9.51508461901e-130|435.266052246	O	"Initiates the rapid degradation of small, acid-soluble proteins during spore germination (By similarity)"
fig|31899.10.peg.2302|SAMN05216182_2090	521460.Athe_1791	3.50E-36	112.9	SSPF		K06423		bactNOG[38]	"05XEW@bactNOG,0EW3E@cloNOG,0NPS2@firmNOG,124V1@NOG"	05XEW|3.97925978107e-27|98.9875259399	S	small acid-soluble spore protein
fig|31899.10.peg.2303|SAMN05216182_2091	521460.Athe_1792	0	1027.2	YPEB		K06313		bactNOG[38]	"05MSI@bactNOG,0EQG7@cloNOG,0NEY8@firmNOG,0XR6R@NOG"	05MSI|1.94250129666e-161|540.804748535	S	germination protein ypeb
fig|31899.10.peg.2304|SAMN05216182_2092	521460.Athe_1793	3.70E-125	409.2	SLEB		K01449		bactNOG[38]	"05F0V@bactNOG,0ERXD@cloNOG,0NHCW@firmNOG,COG3773@NOG"	05F0V|2.15248444751e-68|234.703842163	M	Cell wall hydrolase
fig|31899.10.peg.2306|SAMN05216182_2093	521460.Athe_1794	3.60E-252	829.6	UGTP		K03429	UAGPT3	bactNOG[38]	"08QBV@bactNOG,0ES0A@cloNOG,0NIAN@firmNOG,COG0707@NOG"	08QBV|1.13939357441e-128|433.106018066	M	Monogalactosyldiacylglycerol synthase
fig|31899.10.peg.2307|SAMN05216182_2094	521460.Athe_1795	4.10E-204	668.4					bactNOG[38]	"05NIN@bactNOG,0ET4N@cloNOG,0NJDC@firmNOG,11NAR@NOG"	05NIN|9.61866325996e-70|237.56362915	S	peptidase M23
fig|31899.10.peg.2309|SAMN05216182_2096	521460.Athe_1797	2.40E-278	915.1					bactNOG[38]	"08EWS@bactNOG,0EQ1M@cloNOG,0NFXD@firmNOG,COG0265@NOG"	08EWS|6.53697793175e-127|426.599517822	O	pdz dhr glgf domain protein
fig|31899.10.peg.2310|SAMN05216182_2097	521460.Athe_1798	1.40E-263	867	CTPA	"GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0016020,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0042597,GO:0044462,GO:0044464,GO:0071944"	K03797		bactNOG[38]	"05CN1@bactNOG,0ENW5@cloNOG,0NDR0@firmNOG,COG0793@NOG"	0ENW5|2.48209100909e-144|484.519287109	M	Carboxyl-terminal protease
fig|31899.10.peg.2311|SAMN05216182_2098	521460.Athe_1799	7.70E-246	807.3	NLPD				bactNOG[38]	"05DR5@bactNOG,0EQW2@cloNOG,0NGAM@firmNOG,COG0739@NOG"	0EQW2|2.01518026733e-109|369.913604736	M	peptidase M23
fig|31899.10.peg.2312|SAMN05216182_2099	521460.Athe_1800	1.40E-184	607.1	FTSX	"GO:0000003,GO:0000910,GO:0005575,GO:0005623,GO:0005886,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0019954,GO:0022402,GO:0031224,GO:0032153,GO:0032155,GO:0032505,GO:0043093,GO:0044425,GO:0044464,GO:0044699,GO:0044763,GO:0051301,GO:0071944"	K09811		bactNOG[38]	"05CRP@bactNOG,0ERTZ@cloNOG,0NDDW@firmNOG,COG2177@NOG"	05CRP|3.47537870603e-63|217.133132935	D	Part of the ABC transporter FtsEX involved in
