Rep_gene	Gene_list_chromosome	most_common_function	function_proportion	count_result	Gene_cnt_chromosome	Genome_cnt
fig|1387555.3.peg.1407	fig|1121259.3.peg.252,fig|1214564.3.peg.229,fig|1387555.3.peg.1407,fig|1387557.3.peg.1671,fig|31899.10.peg.1916|SAMN05216182_1702,fig|351627.8.peg.2149|Csac_1970,fig|608506.3.peg.1227|COB47_1130,fig|632292.3.peg.1396|Calhy_1312,fig|632335.8.peg.1532|Calkr_1409,fig|632348.3.peg.1363|Calkro_1286,fig|632516.3.peg.111|CallaDRAFT_0110,fig|632518.3.peg.1287|Calow_1202	ATP synthase beta chain (EC 3.6.3.14)	1.0	Counter({'ATP synthase beta chain (EC 3.6.3.14)': 12})	12	12.0
fig|1387555.3.peg.1405	fig|1121259.3.peg.254,fig|1214564.3.peg.231,fig|1387555.3.peg.1405,fig|1387557.3.peg.1673,fig|31899.10.peg.1918|SAMN05216182_1704,fig|351627.8.peg.2151|Csac_1972,fig|608506.3.peg.1225|COB47_1128,fig|632292.3.peg.1394|Calhy_1310,fig|632335.8.peg.1534|Calkr_1411,fig|632348.3.peg.1361|Calkro_1284,fig|632516.3.peg.109|CallaDRAFT_0108,fig|632518.3.peg.1289|Calow_1204	ATP synthase alpha chain (EC 3.6.3.14)	1.0	Counter({'ATP synthase alpha chain (EC 3.6.3.14)': 12})	12	12.0
fig|1387555.3.peg.1402	fig|1387555.3.peg.1402	ATP synthase F0 sector subunit c (EC 3.6.3.14)	1.0	Counter({'ATP synthase F0 sector subunit c (EC 3.6.3.14)': 1})	1	1.0
fig|351627.8.peg.1472	fig|1214564.3.peg.977,fig|351627.8.peg.1472	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|1387555.3.peg.1400	fig|1214564.3.peg.236,fig|1387555.3.peg.1400	ATP synthase protein I	0.5	Counter({'ATP synthase protein I': 1, 'hypothetical protein': 1})	2	2.0
fig|1387555.3.peg.1401	fig|1121259.3.peg.258,fig|1214564.3.peg.235,fig|1387555.3.peg.1401,fig|1387557.3.peg.1677,fig|31899.10.peg.1922|SAMN05216182_1708,fig|351627.8.peg.2155|Csac_1976,fig|608506.3.peg.1221|COB47_1124,fig|632292.3.peg.1390|Calhy_1306,fig|632335.8.peg.1538|Calkr_1415,fig|632348.3.peg.1357|Calkro_1280,fig|632516.3.peg.105|CallaDRAFT_0104,fig|632518.3.peg.1294|Calow_1208	ATP synthase F0 sector subunit a (EC 3.6.3.14)	1.0	Counter({'ATP synthase F0 sector subunit a (EC 3.6.3.14)': 12})	12	12.0
fig|1387555.3.peg.1408	fig|1121259.3.peg.251,fig|1214564.3.peg.228,fig|1387555.3.peg.1408,fig|1387557.3.peg.1670,fig|31899.10.peg.1915|SAMN05216182_1701,fig|351627.8.peg.2148|Csac_1969,fig|608506.3.peg.1228|COB47_1131,fig|632292.3.peg.1397|Calhy_1313,fig|632335.8.peg.1531|Calkr_1408,fig|632348.3.peg.1364|Calkro_1287,fig|632518.3.peg.1286|Calow_1201	ATP synthase epsilon chain (EC 3.6.3.14)	1.0	Counter({'ATP synthase epsilon chain (EC 3.6.3.14)': 11})	11	11.0
fig|1387555.3.peg.1409	fig|1387555.3.peg.1409	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.2784	fig|632335.8.peg.2784	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.2785	fig|632335.8.peg.2785	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.2786	fig|632335.8.peg.2786,fig|632516.3.peg.2822|CallaDRAFT_2755	transposase, IS30 family	1.0	Counter({'transposase, IS30 family': 2})	2	2.0
fig|632335.8.peg.2787	fig|632335.8.peg.2787	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.2780	fig|632335.8.peg.2780	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.2781	fig|632335.8.peg.2781	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})	1	1.0
fig|632335.8.peg.2782	fig|632335.8.peg.2782	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.2783	fig|632335.8.peg.2783	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.2833|SAMN05216182_2587	fig|1121259.3.peg.1216,fig|1214564.3.peg.2165,fig|1387557.3.peg.2674,fig|31899.10.peg.2833|SAMN05216182_2587,fig|351627.8.peg.280|Csac_0240,fig|632292.3.peg.533|Calhy_0486,fig|632348.3.peg.409|Calkro_0384,fig|632518.3.peg.2076|Calow_1950	ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)	1.0	Counter({'ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)': 8})	8	8.0
fig|632516.3.peg.1817|CallaDRAFT_1749	fig|1121259.3.peg.1717,fig|1387555.3.peg.1814,fig|1387557.3.peg.1933,fig|31899.10.peg.2180|SAMN05216182_1960,fig|632292.3.peg.1159|Calhy_1079,fig|632335.8.peg.1821|Calkr_1687,fig|632348.3.peg.1104|Calkro_1042,fig|632516.3.peg.1817|CallaDRAFT_1749	Protein of unknown function DUF86, SO_3166 group	0.75	Counter({'Protein of unknown function DUF86, SO_3166 group': 6, 'hypothetical protein': 2})	8	8.0
fig|632348.3.peg.2370	fig|632348.3.peg.2370	Dolichyl-phosphate-mannose-protein mannosyltransferase-like protein	1.0	Counter({'Dolichyl-phosphate-mannose-protein mannosyltransferase-like protein': 1})	1	1.0
fig|632516.3.peg.2249	fig|632516.3.peg.2249	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632518.3.peg.1212|Calow_1128	fig|1121259.3.peg.175,fig|1214564.3.peg.2391,fig|1387557.3.peg.1577,fig|31899.10.peg.1824|SAMN05216182_1614,fig|351627.8.peg.2079|Csac_1899,fig|608506.3.peg.1326|COB47_1221,fig|632292.3.peg.1477|Calhy_1390,fig|632335.8.peg.1446|Calkr_1323,fig|632348.3.peg.1446|Calkro_1365,fig|632516.3.peg.172|CallaDRAFT_0173,fig|632518.3.peg.1212|Calow_1128	Stage IV sporulation protein B	1.0	Counter({'Stage IV sporulation protein B': 11})	11	11.0
fig|632335.8.peg.1521	fig|632335.8.peg.1521	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.2670|CallaDRAFT_2584	fig|31899.10.peg.653|SAMN05216182_0510,fig|351627.8.peg.198,fig|632335.8.peg.2116|Calkr_1955,fig|632516.3.peg.2670|CallaDRAFT_2584	hypothetical protein	1.0	Counter({'hypothetical protein': 4})	4	4.0
fig|1214564.3.peg.2039	fig|1121259.3.peg.2033,fig|1214564.3.peg.2039,fig|351627.8.peg.773,fig|632292.3.peg.1254|Calhy_1172	Oligoendopeptidase F	1.0	Counter({'Oligoendopeptidase F': 4})	4	4.0
fig|351627.8.peg.368|Csac_0315	fig|1214564.3.peg.2084,fig|1387555.3.peg.525,fig|351627.8.peg.368|Csac_0315,fig|632348.3.peg.2578|Calkro_2443,fig|632518.3.peg.77|Calow_0069	CRISPR-associated negative autoregulator Cas7/Cst2	1.0	Counter({'CRISPR-associated negative autoregulator Cas7/Cst2': 5})	5	5.0
fig|632292.3.peg.2508|Calhy_2391	fig|1121259.3.peg.455,fig|632292.3.peg.2508|Calhy_2391,fig|632335.8.peg.257|Calkr_0211	Transcriptional regulator CidR, LysR family	1.0	Counter({'Transcriptional regulator CidR, LysR family': 3})	3	3.0
fig|632335.8.peg.2256|Calkr_2085	fig|632335.8.peg.2256|Calkr_2085	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.2573	fig|31899.10.peg.2573	Protein of unknown function DUF820	1.0	Counter({'Protein of unknown function DUF820': 1})	1	1.0
fig|632516.3.peg.2301|CallaDRAFT_2218	fig|632516.3.peg.2301|CallaDRAFT_2218	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.307|CallaDRAFT_0307	fig|1121259.3.peg.862,fig|1214564.3.peg.1425,fig|1387555.3.peg.806,fig|1387557.3.peg.907,fig|31899.10.peg.1083|SAMN05216182_0907,fig|351627.8.peg.1353|Csac_1210,fig|608506.3.peg.660|COB47_0598,fig|632292.3.peg.2108|Calhy_2014,fig|632335.8.peg.671|Calkr_0600,fig|632348.3.peg.2092|Calkro_1984,fig|632516.3.peg.307|CallaDRAFT_0307,fig|632518.3.peg.571|Calow_0518	Cell division-associated, ATP-dependent zinc metalloprotease FtsH	1.0	Counter({'Cell division-associated, ATP-dependent zinc metalloprotease FtsH': 12})	12	12.0
fig|351627.8.peg.202|Csac_0170	fig|31899.10.peg.694,fig|351627.8.peg.202|Csac_0170,fig|632292.3.peg.2439,fig|632348.3.peg.326,fig|632518.3.peg.1915	hypothetical protein	0.8	Counter({'hypothetical protein': 4, 'extracellular serine protease': 1})	5	5.0
fig|1214564.3.peg.300	fig|1214564.3.peg.300,fig|351627.8.peg.1276	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|351627.8.peg.2239|Csac_2061	fig|1121259.3.peg.1063,fig|1214564.3.peg.554,fig|1387555.3.peg.1319,fig|1387557.3.peg.1297,fig|31899.10.peg.1541|SAMN05216182_1339,fig|351627.8.peg.2239|Csac_2061,fig|608506.3.peg.1574|COB47_1465,fig|632292.3.peg.1769|Calhy_1676,fig|632335.8.peg.1169|Calkr_1049,fig|632348.3.peg.1724|Calkro_1634,fig|632516.3.peg.1190|CallaDRAFT_1135,fig|632518.3.peg.949|Calow_0877	Serine hydroxymethyltransferase (EC 2.1.2.1)	1.0	Counter({'Serine hydroxymethyltransferase (EC 2.1.2.1)': 12})	12	12.0
fig|351627.8.peg.865|Csac_0757	fig|1121259.3.peg.1642,fig|1214564.3.peg.1593,fig|1387555.3.peg.2430,fig|1387557.3.peg.776,fig|31899.10.peg.962|SAMN05216182_0793,fig|351627.8.peg.865|Csac_0757,fig|608506.3.peg.535|COB47_0476,fig|632292.3.peg.2224|Calhy_2123,fig|632335.8.peg.598|Calkr_0537,fig|632348.3.peg.2216|Calkro_2102,fig|632516.3.peg.1078|CallaDRAFT_1020,fig|632518.3.peg.432|Calow_0386	Uridine kinase, type 2 (EC 2.7.1.48)	1.0	Counter({'Uridine kinase, type 2 (EC 2.7.1.48)': 12})	12	12.0
fig|1387557.3.peg.800	fig|1121259.3.peg.1669,fig|1214564.3.peg.1101,fig|1214564.3.peg.50,fig|1387555.3.peg.2385,fig|1387555.3.peg.748,fig|1387557.3.peg.2660,fig|1387557.3.peg.800,fig|31899.10.peg.1115|SAMN05216182_0935,fig|31899.10.peg.1653|SAMN05216182_1446,fig|351627.8.peg.1786|Csac_1620,fig|351627.8.peg.965|Csac_0852,fig|608506.3.peg.1475|COB47_1367,fig|608506.3.peg.577|COB47_0517,fig|632335.8.peg.2210|Calkr_2043,fig|632348.3.peg.1612|Calkro_1528,fig|632516.3.peg.2369|CallaDRAFT_2279,fig|632518.3.peg.2053|Calow_1930	hypothetical protein	1.0	Counter({'hypothetical protein': 17})	17	11.0
fig|632516.3.peg.787|CallaDRAFT_0759	fig|632516.3.peg.787|CallaDRAFT_0759	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1121259.3.peg.1666	fig|1121259.3.peg.1666	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632348.3.peg.90|Calkro_0087	fig|1121259.3.peg.2072,fig|632292.3.peg.77|Calhy_0070,fig|632348.3.peg.90|Calkro_0087	Maltose phosphorylase (EC 2.4.1.8)	1.0	Counter({'Maltose phosphorylase (EC 2.4.1.8)': 3})	3	3.0
fig|632335.8.peg.2155|Calkr_1990	fig|632335.8.peg.2155|Calkr_1990	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.3021|SAMN05216182_2758	fig|1121259.3.peg.2197,fig|1387557.3.peg.685,fig|31899.10.peg.3021|SAMN05216182_2758,fig|351627.8.peg.1568|Csac_1414,fig|632292.3.peg.448|Calhy_0411,fig|632335.8.peg.2258|Calkr_2087	hypothetical protein	0.666666666667	Counter({'hypothetical protein': 4, 'Transcriptional regulator, Xre family': 2})	6	6.0
fig|31899.10.peg.1970|SAMN05216182_1756	fig|1121259.3.peg.306,fig|1214564.3.peg.517,fig|1387555.3.peg.1358,fig|1387557.3.peg.1724,fig|31899.10.peg.1970|SAMN05216182_1756,fig|351627.8.peg.2202|Csac_2024,fig|608506.3.peg.1174|COB47_1077,fig|632292.3.peg.1344|Calhy_1259,fig|632335.8.peg.1586|Calkr_1462,fig|632348.3.peg.1309|Calkro_1233,fig|632516.3.peg.57|CallaDRAFT_0056,fig|632518.3.peg.1343|Calow_1256	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	1.0	Counter({'Histidinol-phosphate aminotransferase (EC 2.6.1.9)': 12})	12	12.0
fig|31899.10.peg.1667|SAMN05216182_1460	fig|1121259.3.peg.14,fig|1214564.3.peg.36,fig|1387557.3.peg.1417,fig|31899.10.peg.1667|SAMN05216182_1460,fig|351627.8.peg.1798|Csac_1631,fig|632292.3.peg.1642|Calhy_1551,fig|632335.8.peg.1286|Calkr_1165,fig|632348.3.peg.1600|Calkro_1516	ABC-type probable sulfate transporter, periplasmic binding protein	1.0	Counter({'ABC-type probable sulfate transporter, periplasmic binding protein': 8})	8	8.0
fig|632292.3.peg.834|Calhy_0774	fig|632292.3.peg.834|Calhy_0774	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632348.3.peg.29|Calkro_0026	fig|632348.3.peg.29|Calkro_0026	Cysteine desulfurase (EC 2.8.1.7)	1.0	Counter({'Cysteine desulfurase (EC 2.8.1.7)': 1})	1	1.0
fig|31899.10.peg.1238|SAMN05216182_1050	fig|1121259.3.peg.2347,fig|1214564.3.peg.1027,fig|1387557.3.peg.1049,fig|31899.10.peg.1238|SAMN05216182_1050,fig|351627.8.peg.1047|Csac_0926,fig|608506.3.peg.780|COB47_0707,fig|632292.3.peg.2001|Calhy_1909,fig|632335.8.peg.2094|Calkr_1934,fig|632348.3.peg.1970|Calkro_1872,fig|632516.3.peg.580|CallaDRAFT_0557,fig|632518.3.peg.686|Calow_0624	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	1.0	Counter({'UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)': 11})	11	11.0
fig|632516.3.peg.366|CallaDRAFT_0365	fig|632348.3.peg.1854|Calkro_1756,fig|632516.3.peg.366|CallaDRAFT_0365	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|632335.8.peg.2322|Calkr_2147	fig|632335.8.peg.2322|Calkr_2147	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.256|CallaDRAFT_0257	fig|1121259.3.peg.93,fig|1214564.3.peg.2308,fig|1387555.3.peg.1666,fig|1387557.3.peg.1495,fig|31899.10.peg.1740|SAMN05216182_1530,fig|351627.8.peg.1993|Csac_1818,fig|608506.3.peg.1408|COB47_1303,fig|632292.3.peg.1559|Calhy_1472,fig|632335.8.peg.1357|Calkr_1235,fig|632348.3.peg.1529|Calkro_1447,fig|632516.3.peg.256|CallaDRAFT_0257,fig|632518.3.peg.1124|Calow_1044	Ribosomal silencing factor RsfA	1.0	Counter({'Ribosomal silencing factor RsfA': 12})	12	12.0
fig|632516.3.peg.1976|CallaDRAFT_1907	fig|632335.8.peg.2470|Calkr_2281,fig|632516.3.peg.1976|CallaDRAFT_1907	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)	1.0	Counter({'UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)': 2})	2	2.0
fig|632516.3.peg.1800|CallaDRAFT_1730	fig|632516.3.peg.1800|CallaDRAFT_1730	Stage III sporulation protein AH	1.0	Counter({'Stage III sporulation protein AH': 1})	1	1.0
fig|608506.3.peg.2481	fig|608506.3.peg.2481	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|608506.3.peg.2480	fig|608506.3.peg.2480	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|608506.3.peg.2483	fig|31899.10.peg.319,fig|608506.3.peg.2483,fig|632335.8.peg.2845	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	0.666666666667	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 2, 'hypothetical protein': 1})	3	3.0
fig|632516.3.peg.1535	fig|632335.8.peg.2160,fig|632516.3.peg.1535	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|632516.3.peg.1538	fig|632516.3.peg.1538	Arginase (EC 3.5.3.1)	1.0	Counter({'Arginase (EC 3.5.3.1)': 1})	1	1.0
fig|632516.3.peg.504|CallaDRAFT_0483	fig|1121259.3.peg.1344,fig|1214564.3.peg.1160,fig|1387557.3.peg.79,fig|31899.10.peg.160|SAMN05216182_0092,fig|351627.8.peg.608|Csac_0527,fig|608506.3.peg.2391|COB47_2224,fig|632292.3.peg.237|Calhy_0213,fig|632335.8.peg.90|Calkr_0062,fig|632348.3.peg.258|Calkro_0242,fig|632516.3.peg.504|CallaDRAFT_0483,fig|632518.3.peg.2335|Calow_2178	hypothetical protein	1.0	Counter({'hypothetical protein': 11})	11	11.0
fig|632516.3.peg.2439|CallaDRAFT_2342	fig|632335.8.peg.2527,fig|632516.3.peg.2439|CallaDRAFT_2342	Prophage ps3 protein 01	1.0	Counter({'Prophage ps3 protein 01': 2})	2	2.0
fig|351627.8.peg.1628|Csac_1467	fig|1121259.3.peg.1799,fig|1214564.3.peg.1464,fig|1387555.3.peg.2003,fig|1387557.3.peg.1160,fig|31899.10.peg.1346|SAMN05216182_1159,fig|351627.8.peg.1628|Csac_1467,fig|608506.3.peg.890|COB47_0816,fig|632292.3.peg.1895|Calhy_1807,fig|632335.8.peg.727|Calkr_0651,fig|632348.3.peg.1868|Calkro_1771,fig|632516.3.peg.353|CallaDRAFT_0352,fig|632518.3.peg.788|Calow_0723	Adenosylhomocysteinase (EC 3.3.1.1)	1.0	Counter({'Adenosylhomocysteinase (EC 3.3.1.1)': 12})	12	12.0
fig|31899.10.peg.1149|SAMN05216182_0961	fig|1121259.3.peg.907,fig|1214564.3.peg.1085,fig|1387557.3.peg.963,fig|31899.10.peg.1149|SAMN05216182_0961,fig|351627.8.peg.983|Csac_0865,fig|608506.3.peg.713|COB47_0643,fig|632292.3.peg.2065|Calhy_1974,fig|632348.3.peg.2038|Calkro_1935,fig|632518.3.peg.613|Calow_0556	class II aldolase/adducin family protein	0.555555555556	Counter({'class II aldolase/adducin family protein': 5, 'Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases': 4})	9	9.0
fig|632335.8.peg.1479|Calkr_1357	fig|632335.8.peg.1479|Calkr_1357	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.2031|Csac_1854	fig|1121259.3.peg.128,fig|1214564.3.peg.2343,fig|1387555.3.peg.1628,fig|1387557.3.peg.1530,fig|31899.10.peg.1777|SAMN05216182_1567,fig|351627.8.peg.2031|Csac_1854,fig|608506.3.peg.1373|COB47_1268,fig|632292.3.peg.1524|Calhy_1437,fig|632335.8.peg.1396|Calkr_1274,fig|632348.3.peg.1493|Calkro_1412,fig|632516.3.peg.220|CallaDRAFT_0221,fig|632518.3.peg.1161|Calow_1080	RNA binding methyltransferase FtsJ like	1.0	Counter({'RNA binding methyltransferase FtsJ like': 12})	12	12.0
fig|608506.3.peg.1292|COB47_1189	fig|608506.3.peg.1292|COB47_1189	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.1801|CallaDRAFT_1731	fig|1121259.3.peg.995,fig|1214564.3.peg.623,fig|1387557.3.peg.1243,fig|31899.10.peg.1471|SAMN05216182_1269,fig|351627.8.peg.2312|Csac_2132,fig|608506.3.peg.1634|COB47_1521,fig|632292.3.peg.1831|Calhy_1738,fig|632335.8.peg.1088|Calkr_0978,fig|632348.3.peg.1781|Calkro_1689,fig|632516.3.peg.1801|CallaDRAFT_1731,fig|632518.3.peg.843|Calow_0776	Stage III sporulation protein AC	1.0	Counter({'Stage III sporulation protein AC': 11})	11	11.0
fig|608506.3.peg.622|COB47_0561	fig|1387557.3.peg.868,fig|608506.3.peg.622|COB47_0561,fig|632292.3.peg.2142|Calhy_2047,fig|632348.3.peg.2131|Calkro_2019,fig|632518.3.peg.533|Calow_0481	Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)	1.0	Counter({'Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)': 5})	5	5.0
fig|1121259.3.peg.531	fig|1121259.3.peg.531,fig|351627.8.peg.2608|Csac_2418	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)': 2})	2	2.0
fig|1121259.3.peg.532	fig|1121259.3.peg.532,fig|351627.8.peg.2609	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|632292.3.peg.2440	fig|1214564.3.peg.916,fig|351627.8.peg.201|Csac_0169,fig|632292.3.peg.2440,fig|632335.8.peg.1119|Calkr_1007,fig|632516.3.peg.1771|CallaDRAFT_1705,fig|632516.3.peg.2781|CallaDRAFT_2701	hypothetical protein	1.0	Counter({'hypothetical protein': 6})	6	5.0
fig|351627.8.peg.119	fig|1214564.3.peg.1979,fig|351627.8.peg.119	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|632518.3.peg.2088|Calow_1958	fig|632518.3.peg.2088|Calow_1958	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.1999|SAMN05216182_1785	fig|1121259.3.peg.336,fig|1214564.3.peg.546,fig|1387555.3.peg.1327,fig|1387557.3.peg.1759,fig|31899.10.peg.1999|SAMN05216182_1785,fig|351627.8.peg.2231|Csac_2053,fig|608506.3.peg.1145|COB47_1048,fig|632292.3.peg.1314|Calhy_1230,fig|632335.8.peg.1615|Calkr_1491,fig|632348.3.peg.1280|Calkro_1204,fig|632516.3.peg.22|CallaDRAFT_0022,fig|632518.3.peg.1372|Calow_1285	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	1.0	Counter({'Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)': 12})	12	12.0
fig|608506.3.peg.1214|COB47_1116	fig|1121259.3.peg.265,fig|1214564.3.peg.243,fig|1387555.3.peg.1393,fig|1387557.3.peg.1685,fig|31899.10.peg.1930|SAMN05216182_1716,fig|351627.8.peg.2163|Csac_1985,fig|608506.3.peg.1214|COB47_1116,fig|632292.3.peg.1383|Calhy_1298,fig|632335.8.peg.1545|Calkr_1423,fig|632348.3.peg.1350|Calkro_1272,fig|632516.3.peg.98|CallaDRAFT_0096,fig|632518.3.peg.1303|Calow_1217	Excinuclease ABC subunit B	1.0	Counter({'Excinuclease ABC subunit B': 12})	12	12.0
fig|632292.3.peg.2448	fig|632292.3.peg.2448	Transposase	1.0	Counter({'Transposase': 1})	1	1.0
fig|351627.8.peg.111	fig|351627.8.peg.111	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.2340|Csac_2160	fig|351627.8.peg.2340|Csac_2160	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.2641|CallaDRAFT_2556	fig|632516.3.peg.2641|CallaDRAFT_2556	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.2395	fig|351627.8.peg.2395	Mobile element protein	1.0	Counter({'Mobile element protein': 1})	1	1.0
fig|351627.8.peg.2394	fig|1214564.3.peg.801,fig|1387557.3.peg.596,fig|351627.8.peg.2394,fig|608506.3.peg.1907	Mobile element protein	1.0	Counter({'Mobile element protein': 4})	4	4.0
fig|632516.3.peg.1332|CallaDRAFT_1272	fig|608506.3.peg.468|COB47_0419,fig|632335.8.peg.2383|Calkr_2201,fig|632516.3.peg.1332|CallaDRAFT_1272	hypothetical protein	1.0	Counter({'hypothetical protein': 3})	3	3.0
fig|632292.3.peg.2264|Calhy_2160	fig|632292.3.peg.2264|Calhy_2160	Ferredoxin	1.0	Counter({'Ferredoxin': 1})	1	1.0
fig|351627.8.peg.946|Csac_0834	fig|1121259.3.peg.885,fig|1214564.3.peg.1837,fig|1387557.3.peg.929,fig|31899.10.peg.1107|SAMN05216182_0929,fig|351627.8.peg.946|Csac_0834,fig|608506.3.peg.684|COB47_0619,fig|632292.3.peg.2085|Calhy_1992,fig|632335.8.peg.1646|Calkr_1519,fig|632348.3.peg.2068|Calkro_1963,fig|632518.3.peg.593|Calow_0540	FIG00469151: hypothetical protein	0.8	Counter({'FIG00469151: hypothetical protein': 8, 'hypothetical protein': 2})	10	10.0
fig|632348.3.peg.162|Calkro_0155	fig|632348.3.peg.162|Calkro_0155,fig|632518.3.peg.2263|Calow_2111	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|632348.3.peg.2658|Calkro_2505	fig|632348.3.peg.2658|Calkro_2505	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|608506.3.peg.1909	fig|1387555.3.peg.5,fig|608506.3.peg.1909,fig|632516.3.peg.840|CallaDRAFT_0804	Mobile element protein	1.0	Counter({'Mobile element protein': 3})	3	3.0
fig|608506.3.peg.2425|COB47_2252	fig|31899.10.peg.285|SAMN05216182_0175,fig|608506.3.peg.2425|COB47_2252,fig|632348.3.peg.2684|Calkro_2524	serine/threonine protein kinase with TPR repeats	1.0	Counter({'serine/threonine protein kinase with TPR repeats': 3})	3	3.0
fig|632335.8.peg.1057|Calkr_0947	fig|1121259.3.peg.964,fig|632335.8.peg.1057|Calkr_0947	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|31899.10.peg.603|SAMN05216182_0460	fig|1121259.3.peg.495,fig|31899.10.peg.603|SAMN05216182_0460,fig|608506.3.peg.209|COB47_0188,fig|632292.3.peg.2540|Calhy_2422,fig|632335.8.peg.229|Calkr_0182	Demethylmenaquinone methyltransferase-like protein	1.0	Counter({'Demethylmenaquinone methyltransferase-like protein': 5})	5	5.0
