TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG6172	fig|632335.8.peg.634|Calkr_0564	566	632335.8	4	fig|632335.8.peg.2593|Calkr_2393,fig|632335.8.peg.634|Calkr_0564,fig|632348.3.peg.194|Calkro_0183,fig|632518.3.peg.326|Calow_0295	0	-	3	632335.8;632348.3;632518.3	-	-	-	-	-	-	-	-	2593_2393,634_0564	194_0183	-	326_0295	Transposase, IS4 family	1.0	Counter({'Transposase, IS4 family': 4})
TAG6173	fig|632335.8.peg.654	53	632335.8	3	fig|1121259.3.peg.843,fig|632335.8.peg.654,fig|632516.3.peg.291	0	-	3	1121259.3;632335.8;632516.3	843	-	-	-	-	-	-	-	654	-	291	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6174	fig|632335.8.peg.655	46	632335.8	1	fig|632335.8.peg.655	0	-	1	632335.8	-	-	-	-	-	-	-	-	655	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6175	fig|632335.8.peg.658|Calkr_0586	251	632335.8	12	fig|1121259.3.peg.849,fig|1214564.3.peg.4,fig|1387555.3.peg.793,fig|1387557.3.peg.894,fig|31899.10.peg.1070|SAMN05216182_0894,fig|351627.8.peg.1340|Csac_1197,fig|608506.3.peg.647|COB47_0585,fig|632292.3.peg.2121|Calhy_2027,fig|632335.8.peg.658|Calkr_0586,fig|632348.3.peg.2105|Calkro_1997,fig|632516.3.peg.292|CallaDRAFT_0292,fig|632518.3.peg.558|Calow_0505	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	849	4	793	894	1070_0894	1340_1197	647_0585	2121_2027	658_0586	2105_1997	292_0292	558_0505	Aliphatic amidase AmiE (EC 3.5.1.4)	1.0	Counter({'Aliphatic amidase AmiE (EC 3.5.1.4)': 12})
TAG6176	fig|632335.8.peg.668|Calkr_0597	339	632335.8	12	fig|1121259.3.peg.859,fig|1214564.3.peg.1428,fig|1387555.3.peg.803,fig|1387557.3.peg.904,fig|31899.10.peg.1080|SAMN05216182_0904,fig|351627.8.peg.1350|Csac_1207,fig|608506.3.peg.657|COB47_0595,fig|632292.3.peg.2111|Calhy_2017,fig|632335.8.peg.668|Calkr_0597,fig|632348.3.peg.2095|Calkro_1987,fig|632516.3.peg.303|CallaDRAFT_0303,fig|632518.3.peg.568|Calow_0515	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	859	1428	803	904	1080_0904	1350_1207	657_0595	2111_2017	668_0597	2095_1987	303_0303	568_0515	Foldase protein PrsA precursor (EC 5.2.1.8)	1.0	Counter({'Foldase protein PrsA precursor (EC 5.2.1.8)': 12})
TAG6177	fig|632335.8.peg.690	39	632335.8	1	fig|632335.8.peg.690	0	-	1	632335.8	-	-	-	-	-	-	-	-	690	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6178	fig|632335.8.peg.695|Calkr_0621	343	632335.8	5	fig|1121259.3.peg.1813,fig|1387557.3.peg.1135,fig|351627.8.peg.2897|Csac_2681,fig|632292.3.peg.1912|Calhy_1823,fig|632335.8.peg.695|Calkr_0621	0	-	5	1121259.3;1387557.3;351627.8;632292.3;632335.8	1813	-	-	1135	-	2897_2681	-	1912_1823	695_0621	-	-	-	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	1.0	Counter({'Nicotinate phosphoribosyltransferase (EC 6.3.4.21)': 5})
TAG6179	fig|632335.8.peg.696|Calkr_0622	121	632335.8	2	fig|1387557.3.peg.1136,fig|632335.8.peg.696|Calkr_0622	0	-	2	1387557.3;632335.8	-	-	-	1136	-	-	-	-	696_0622	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6180	fig|632335.8.peg.697|Calkr_0623	1230	632335.8	2	fig|1387557.3.peg.1137,fig|632335.8.peg.697|Calkr_0623	0	-	2	1387557.3;632335.8	-	-	-	1137	-	-	-	-	697_0623	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6181	fig|632335.8.peg.698|Calkr_0624	860	632335.8	1	fig|632335.8.peg.698|Calkr_0624	0	-	1	632335.8	-	-	-	-	-	-	-	-	698_0624	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6182	fig|632335.8.peg.6|Calkr_2642	223	632335.8	1	fig|632335.8.peg.6|Calkr_2642	0	-	1	632335.8	-	-	-	-	-	-	-	-	6_2642	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6183	fig|632335.8.peg.700	114	632335.8	1	fig|632335.8.peg.700	0	-	1	632335.8	-	-	-	-	-	-	-	-	700	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6184	fig|632335.8.peg.701|Calkr_0626	623	632335.8	2	fig|1387557.3.peg.1141,fig|632335.8.peg.701|Calkr_0626	0	-	2	1387557.3;632335.8	-	-	-	1141	-	-	-	-	701_0626	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6185	fig|632335.8.peg.702|Calkr_0627	237	632335.8	2	fig|1387557.3.peg.1142,fig|632335.8.peg.702|Calkr_0627	0	-	2	1387557.3;632335.8	-	-	-	1142	-	-	-	-	702_0627	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6186	fig|632335.8.peg.703|Calkr_0628	177	632335.8	1	fig|632335.8.peg.703|Calkr_0628	0	-	1	632335.8	-	-	-	-	-	-	-	-	703_0628	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6187	fig|632335.8.peg.704|Calkr_0629	510	632335.8	1	fig|632335.8.peg.704|Calkr_0629	0	-	1	632335.8	-	-	-	-	-	-	-	-	704_0629	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6188	fig|632335.8.peg.705	39	632335.8	1	fig|632335.8.peg.705	0	-	1	632335.8	-	-	-	-	-	-	-	-	705	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6189	fig|632335.8.peg.706	73	632335.8	1	fig|632335.8.peg.706	0	-	1	632335.8	-	-	-	-	-	-	-	-	706	-	-	-	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1.0	Counter({'Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)': 1})
TAG6190	fig|632335.8.peg.707|Calkr_0632	437	632335.8	4	fig|1214564.3.peg.962,fig|31899.10.peg.1326|SAMN05216182_1138,fig|608506.3.peg.874|COB47_0800,fig|632335.8.peg.707|Calkr_0632	0	-	4	1214564.3;31899.10;608506.3;632335.8	-	962	-	-	1326_1138	-	874_0800	-	707_0632	-	-	-	Uncharacterized protein BT3327	1.0	Counter({'Uncharacterized protein BT3327': 4})
TAG6191	fig|632335.8.peg.709|Calkr_0634	96	632335.8	7	fig|1214564.3.peg.964,fig|1387557.3.peg.1144,fig|31899.10.peg.1329|SAMN05216182_1141,fig|351627.8.peg.2892|Csac_2676,fig|632335.8.peg.709|Calkr_0634,fig|632348.3.peg.1881|Calkro_1784,fig|632516.3.peg.338|CallaDRAFT_0335	0	-	7	1214564.3;1387557.3;31899.10;351627.8;632335.8;632348.3;632516.3	-	964	-	1144	1329_1141	2892_2676	-	-	709_0634	1881_1784	338_0335	-	Nucleotidyltransferase domain protein, BT0168 group	1.0	Counter({'Nucleotidyltransferase domain protein, BT0168 group': 7})
TAG6192	fig|632335.8.peg.711	497	632335.8	2	fig|31899.10.peg.1331|SAMN05216182_1143,fig|632335.8.peg.711	0	-	2	31899.10;632335.8	-	-	-	-	1331_1143	-	-	-	711	-	-	-	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1.0	Counter({'Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)': 2})
TAG6193	fig|632335.8.peg.712|Calkr_0637	409	632335.8	1	fig|632335.8.peg.712|Calkr_0637	0	-	1	632335.8	-	-	-	-	-	-	-	-	712_0637	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG6194	fig|632335.8.peg.713	489	632335.8	1	fig|632335.8.peg.713	0	-	1	632335.8	-	-	-	-	-	-	-	-	713	-	-	-	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1.0	Counter({'Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)': 1})
TAG6195	fig|632335.8.peg.714	85	632335.8	1	fig|632335.8.peg.714	0	-	1	632335.8	-	-	-	-	-	-	-	-	714	-	-	-	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1.0	Counter({'Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)': 1})
TAG6196	fig|632335.8.peg.733|Calkr_0656	567	632335.8	1	fig|632335.8.peg.733|Calkr_0656	0	-	1	632335.8	-	-	-	-	-	-	-	-	733_0656	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6197	fig|632335.8.peg.734	38	632335.8	1	fig|632335.8.peg.734	0	-	1	632335.8	-	-	-	-	-	-	-	-	734	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6198	fig|632335.8.peg.735|Calkr_0657	421	632335.8	3	fig|351627.8.peg.2102|Csac_1922,fig|632335.8.peg.735|Calkr_0657,fig|632516.3.peg.2746|CallaDRAFT_2665	0	-	3	351627.8;632335.8;632516.3	-	-	-	-	-	2102_1922	-	-	735_0657	-	2746_2665	-	probable secreted protein homolog of yjcM/yhbB B. subtilis	1.0	Counter({'probable secreted protein homolog of yjcM/yhbB B. subtilis': 3})
TAG6199	fig|632335.8.peg.744	242	632335.8	1	fig|632335.8.peg.744	0	-	1	632335.8	-	-	-	-	-	-	-	-	744	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6200	fig|632335.8.peg.745	485	632335.8	2	fig|632335.8.peg.745,fig|632516.3.peg.2313|CallaDRAFT_2228	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	745	-	2313_2228	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6201	fig|632335.8.peg.758	41	632335.8	1	fig|632335.8.peg.758	0	-	1	632335.8	-	-	-	-	-	-	-	-	758	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6202	fig|632335.8.peg.761|Calkr_0674	171	632335.8	2	fig|1121259.3.peg.2271,fig|632335.8.peg.761|Calkr_0674	0	-	2	1121259.3;632335.8	2271	-	-	-	-	-	-	-	761_0674	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6203	fig|632335.8.peg.773|Calkr_0680	107	632335.8	2	fig|632335.8.peg.773|Calkr_0680,fig|632516.3.peg.2394|CallaDRAFT_2298	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	773_0680	-	2394_2298	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6204	fig|632335.8.peg.777	38	632335.8	1	fig|632335.8.peg.777	0	-	1	632335.8	-	-	-	-	-	-	-	-	777	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6205	fig|632335.8.peg.782|Calkr_0688	71	632335.8	2	fig|632335.8.peg.782|Calkr_0688,fig|632516.3.peg.2403|CallaDRAFT_2305	0	-	2	632335.8;632516.3	-	-	-	-	-	-	-	-	782_0688	-	2403_2305	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6206	fig|632335.8.peg.788|Calkr_0694	409	632335.8	1	fig|632335.8.peg.788|Calkr_0694	0	-	1	632335.8	-	-	-	-	-	-	-	-	788_0694	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG6207	fig|632335.8.peg.789	201	632335.8	1	fig|632335.8.peg.789	0	-	1	632335.8	-	-	-	-	-	-	-	-	789	-	-	-	transposase, IS30 family	1.0	Counter({'transposase, IS30 family': 1})
TAG6208	fig|632335.8.peg.791	39	632335.8	1	fig|632335.8.peg.791	0	-	1	632335.8	-	-	-	-	-	-	-	-	791	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6209	fig|632335.8.peg.792	166	632335.8	1	fig|632335.8.peg.792	0	-	1	632335.8	-	-	-	-	-	-	-	-	792	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6210	fig|632335.8.peg.794	45	632335.8	1	fig|632335.8.peg.794	0	-	1	632335.8	-	-	-	-	-	-	-	-	794	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6211	fig|632335.8.peg.7|Calkr_2643	311	632335.8	1	fig|632335.8.peg.7|Calkr_2643	0	-	1	632335.8	-	-	-	-	-	-	-	-	7_2643	-	-	-	DNA-cytosine methyltransferase (EC 2.1.1.37)	1.0	Counter({'DNA-cytosine methyltransferase (EC 2.1.1.37)': 1})
TAG6212	fig|632335.8.peg.802	585	632335.8	1	fig|632335.8.peg.802	0	-	1	632335.8	-	-	-	-	-	-	-	-	802	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6213	fig|632335.8.peg.803	806	632335.8	1	fig|632335.8.peg.803	0	-	1	632335.8	-	-	-	-	-	-	-	-	803	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6214	fig|632335.8.peg.804|Calkr_0708	1111	632335.8	1	fig|632335.8.peg.804|Calkr_0708	0	-	1	632335.8	-	-	-	-	-	-	-	-	804_0708	-	-	-	Helicase, SNF2/RAD54 family	1.0	Counter({'Helicase, SNF2/RAD54 family': 1})
TAG6215	fig|632335.8.peg.805|Calkr_0709	925	632335.8	1	fig|632335.8.peg.805|Calkr_0709	0	-	1	632335.8	-	-	-	-	-	-	-	-	805_0709	-	-	-	Adenine-specific DNA methylase containing a Zn-ribbon	1.0	Counter({'Adenine-specific DNA methylase containing a Zn-ribbon': 1})
TAG6216	fig|632335.8.peg.806|Calkr_0710	916	632335.8	1	fig|632335.8.peg.806|Calkr_0710	0	-	1	632335.8	-	-	-	-	-	-	-	-	806_0710	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6217	fig|632335.8.peg.807	356	632335.8	1	fig|632335.8.peg.807	0	-	1	632335.8	-	-	-	-	-	-	-	-	807	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6218	fig|632335.8.peg.808|Calkr_0712	567	632335.8	1	fig|632335.8.peg.808|Calkr_0712	0	-	1	632335.8	-	-	-	-	-	-	-	-	808_0712	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG6219	fig|632335.8.peg.809	223	632335.8	1	fig|632335.8.peg.809	0	-	1	632335.8	-	-	-	-	-	-	-	-	809	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6220	fig|632335.8.peg.815	38	632335.8	1	fig|632335.8.peg.815	0	-	1	632335.8	-	-	-	-	-	-	-	-	815	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6221	fig|632335.8.peg.819|Calkr_0720	361	632335.8	3	fig|1121259.3.peg.1811,fig|1387557.3.peg.1148,fig|632335.8.peg.819|Calkr_0720	0	-	3	1121259.3;1387557.3;632335.8	1811	-	-	1148	-	-	-	-	819_0720	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6222	fig|632335.8.peg.831|Calkr_0732	360	632335.8	3	fig|1387557.3.peg.401,fig|632335.8.peg.831|Calkr_0732,fig|632348.3.peg.601|Calkro_0565	0	-	3	1387557.3;632335.8;632348.3	-	-	-	401	-	-	-	-	831_0732	601_0565	-	-	Mobile element protein	0.666666666667	Counter({'Mobile element protein': 2, 'Transposase': 1})
TAG6223	fig|632335.8.peg.836	38	632335.8	1	fig|632335.8.peg.836	0	-	1	632335.8	-	-	-	-	-	-	-	-	836	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6224	fig|632335.8.peg.837	372	632335.8	1	fig|632335.8.peg.837	0	-	1	632335.8	-	-	-	-	-	-	-	-	837	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6225	fig|632335.8.peg.840|Calkr_0739	244	632335.8	3	fig|31899.10.peg.2483|SAMN05216182_2266,fig|632335.8.peg.840|Calkr_0739,fig|632348.3.peg.773|Calkro_0728	0	-	3	31899.10;632335.8;632348.3	-	-	-	-	2483_2266	-	-	-	840_0739	773_0728	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6226	fig|632335.8.peg.842	139	632335.8	1	fig|632335.8.peg.842	0	-	1	632335.8	-	-	-	-	-	-	-	-	842	-	-	-	Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)	1.0	Counter({'Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)': 1})
TAG6227	fig|632335.8.peg.867	51	632335.8	1	fig|632335.8.peg.867	0	-	1	632335.8	-	-	-	-	-	-	-	-	867	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6228	fig|632335.8.peg.86|Calkr_0059	581	632335.8	12	fig|1121259.3.peg.1445,fig|1214564.3.peg.1168,fig|1387555.3.peg.570,fig|1387557.3.peg.88,fig|31899.10.peg.169|SAMN05216182_0099,fig|351627.8.peg.600|Csac_0521,fig|608506.3.peg.2393|COB47_2226,fig|632292.3.peg.2629|Calhy_2504,fig|632335.8.peg.86|Calkr_0059,fig|632348.3.peg.2588|Calkro_2453,fig|632516.3.peg.500|CallaDRAFT_0479,fig|632518.3.peg.2338|Calow_2181	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1445	1168	570	88	169_0099	600_0521	2393_2226	2629_2504	86_0059	2588_2453	500_0479	2338_2181	Efflux ABC transporter, permease/ATP-binding protein YfiB	1.0	Counter({'Efflux ABC transporter, permease/ATP-binding protein YfiB': 12})
TAG6229	fig|632335.8.peg.877	68	632335.8	1	fig|632335.8.peg.877	0	-	1	632335.8	-	-	-	-	-	-	-	-	877	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6230	fig|632335.8.peg.881|Calkr_0776	372	632335.8	12	fig|1121259.3.peg.760,fig|1214564.3.peg.1914,fig|1387555.3.peg.1007,fig|1387557.3.peg.2206,fig|31899.10.peg.2441|SAMN05216182_2224,fig|351627.8.peg.1153|Csac_1021,fig|608506.3.peg.1854|COB47_1732,fig|632292.3.peg.928|Calhy_0860,fig|632335.8.peg.881|Calkr_0776,fig|632348.3.peg.841|Calkro_0791,fig|632516.3.peg.684|CallaDRAFT_0660,fig|632518.3.peg.1739|Calow_1640	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	760	1914	1007	2206	2441_2224	1153_1021	1854_1732	928_0860	881_0776	841_0791	684_0660	1739_1640	Exonuclease SbcC	1.0	Counter({'Exonuclease SbcC': 12})
TAG6231	fig|632335.8.peg.8|Calkr_2644	287	632335.8	1	fig|632335.8.peg.8|Calkr_2644	0	-	1	632335.8	-	-	-	-	-	-	-	-	8_2644	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6232	fig|632335.8.peg.924|Calkr_0819	107	632335.8	12	fig|1121259.3.peg.717,fig|1214564.3.peg.2470,fig|1387555.3.peg.1978,fig|1387557.3.peg.2157,fig|31899.10.peg.2392|SAMN05216182_2178,fig|351627.8.peg.1200|Csac_1066,fig|608506.3.peg.1807|COB47_1685,fig|632292.3.peg.972|Calhy_0901,fig|632335.8.peg.924|Calkr_0819,fig|632348.3.peg.891|Calkro_0837,fig|632516.3.peg.1169|CallaDRAFT_1110,fig|632518.3.peg.1694|Calow_1597	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	717	2470	1978	2157	2392_2178	1200_1066	1807_1685	972_0901	924_0819	891_0837	1169_1110	1694_1597	hypothetical protein	1.0	Counter({'hypothetical protein': 12})
TAG6233	fig|632335.8.peg.999|Calkr_0895	138	632335.8	12	fig|1121259.3.peg.641,fig|1214564.3.peg.400,fig|1387555.3.peg.1113,fig|1387557.3.peg.2056,fig|31899.10.peg.2288|SAMN05216182_2076,fig|351627.8.peg.2504|Csac_2319,fig|608506.3.peg.1706|COB47_1590,fig|632292.3.peg.1043|Calhy_0969,fig|632335.8.peg.999|Calkr_0895,fig|632348.3.peg.995|Calkro_0936,fig|632516.3.peg.2003|CallaDRAFT_1934,fig|632518.3.peg.1615|Calow_1520	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	641	400	1113	2056	2288_2076	2504_2319	1706_1590	1043_0969	999_0895	995_0936	2003_1934	1615_1520	Cytidine deaminase (EC 3.5.4.5)	1.0	Counter({'Cytidine deaminase (EC 3.5.4.5)': 12})
TAG6234	fig|632335.8.peg.9|Calkr_2645	144	632335.8	1	fig|632335.8.peg.9|Calkr_2645	0	-	1	632335.8	-	-	-	-	-	-	-	-	9_2645	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6235	fig|632348.3.peg.100	67	632348.3	1	fig|632348.3.peg.100	0	-	1	632348.3	-	-	-	-	-	-	-	-	-	100	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6236	fig|632348.3.peg.1001|Calkro_0942	53	632348.3	1	fig|632348.3.peg.1001|Calkro_0942	0	-	1	632348.3	-	-	-	-	-	-	-	-	-	1001_0942	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6237	fig|632348.3.peg.101|Calkro_0097	138	632348.3	1	fig|632348.3.peg.101|Calkro_0097	0	-	1	632348.3	-	-	-	-	-	-	-	-	-	101_0097	-	-	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)': 1})
TAG6238	fig|632348.3.peg.102|Calkro_0098	345	632348.3	3	fig|1121259.3.peg.2081,fig|632292.3.peg.88|Calhy_0081,fig|632348.3.peg.102|Calkro_0098	0	-	3	1121259.3;632292.3;632348.3	2081	-	-	-	-	-	-	88_0081	-	102_0098	-	-	Glucosamine-6-phosphate deaminase	1.0	Counter({'Glucosamine-6-phosphate deaminase': 3})
TAG6239	fig|632348.3.peg.105|Calkro_0101	471	632348.3	3	fig|1121259.3.peg.2084,fig|632292.3.peg.91|Calhy_0084,fig|632348.3.peg.105|Calkro_0101	0	-	3	1121259.3;632292.3;632348.3	2084	-	-	-	-	-	-	91_0084	-	105_0101	-	-	N-acetylglucosamine phosphomutase (EC 5.4.2.3)	1.0	Counter({'N-acetylglucosamine phosphomutase (EC 5.4.2.3)': 3})
TAG6240	fig|632348.3.peg.106|Calkro_0102	799	632348.3	3	fig|1121259.3.peg.2085,fig|632292.3.peg.92|Calhy_0085,fig|632348.3.peg.106|Calkro_0102	0	-	3	1121259.3;632292.3;632348.3	2085	-	-	-	-	-	-	92_0085	-	106_0102	-	-	N,N'-diacetylchitobiose phosphorylase (EC 2.4.1.280)	1.0	"Counter({""N,N'-diacetylchitobiose phosphorylase (EC 2.4.1.280)"": 3})"
TAG6241	fig|632348.3.peg.1073|Calkro_1011	53	632348.3	1	fig|632348.3.peg.1073|Calkro_1011	0	-	1	632348.3	-	-	-	-	-	-	-	-	-	1073_1011	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6242	fig|632348.3.peg.1081|Calkro_1019	457	632348.3	12	fig|1121259.3.peg.1693,fig|1214564.3.peg.705,fig|1387555.3.peg.1202,fig|1387557.3.peg.1957,fig|31899.10.peg.2205|SAMN05216182_1987,fig|351627.8.peg.2418|Csac_2236,fig|608506.3.peg.969|COB47_0889,fig|632292.3.peg.1134|Calhy_1055,fig|632335.8.peg.1844|Calkr_1710,fig|632348.3.peg.1081|Calkro_1019,fig|632516.3.peg.2038|CallaDRAFT_1967,fig|632518.3.peg.1526|Calow_1436	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1693	705	1202	1957	2205_1987	2418_2236	969_0889	1134_1055	1844_1710	1081_1019	2038_1967	1526_1436	Anthranilate synthase, aminase component (EC 4.1.3.27)	1.0	Counter({'Anthranilate synthase, aminase component (EC 4.1.3.27)': 12})
TAG6243	fig|632348.3.peg.10|Calkro_0010	639	632348.3	7	fig|1121259.3.peg.2519,fig|1387557.3.peg.278,fig|31899.10.peg.384|SAMN05216182_0257,fig|351627.8.peg.8|Csac_0007,fig|632292.3.peg.13|Calhy_0010,fig|632335.8.peg.2717|Calkr_2503,fig|632348.3.peg.10|Calkro_0010	0	-	7	1121259.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3	2519	-	-	278	384_0257	8_0007	-	13_0010	2717_2503	10_0010	-	-	Uncharacterized protein AF_0817 precursor	0.571428571429	Counter({'Uncharacterized protein AF_0817 precursor': 4, 'Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats': 2, 'Secreted protein': 1})
TAG6244	fig|632348.3.peg.1110|Calkro_1048	407	632348.3	4	fig|1387557.3.peg.1924,fig|351627.8.peg.1845|Csac_1677,fig|632335.8.peg.1815|Calkr_1681,fig|632348.3.peg.1110|Calkro_1048	0	-	4	1387557.3;351627.8;632335.8;632348.3	-	-	-	1924	-	1845_1677	-	-	1815_1681	1110_1048	-	-	ATP/GTP-binding protein	1.0	Counter({'ATP/GTP-binding protein': 4})
TAG6245	fig|632348.3.peg.1115|Calkro_1053	1266	632348.3	1	fig|632348.3.peg.1115|Calkro_1053	0	-	1	632348.3	-	-	-	-	-	-	-	-	-	1115_1053	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG6246	fig|632348.3.peg.1117|Calkro_1055	381	632348.3	3	fig|1387557.3.peg.1917,fig|632292.3.peg.1168|Calhy_1087,fig|632348.3.peg.1117|Calkro_1055	0	-	3	1387557.3;632292.3;632348.3	-	-	-	1917	-	-	-	1168_1087	-	1117_1055	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG6247	fig|632348.3.peg.1118|Calkro_1056	346	632348.3	2	fig|1387557.3.peg.1916,fig|632348.3.peg.1118|Calkro_1056	0	-	2	1387557.3;632348.3	-	-	-	1916	-	-	-	-	-	1118_1056	-	-	Radical SAM	1.0	Counter({'Radical SAM': 2})
TAG6248	fig|632348.3.peg.1119|Calkro_1057	335	632348.3	2	fig|1387557.3.peg.1915,fig|632348.3.peg.1119|Calkro_1057	0	-	2	1387557.3;632348.3	-	-	-	1915	-	-	-	-	-	1119_1057	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG6249	fig|632348.3.peg.111|Calkro_0107	599	632348.3	6	fig|1121259.3.peg.2092,fig|1214564.3.peg.1524,fig|1387557.3.peg.352,fig|351627.8.peg.2714|Csac_2517,fig|632292.3.peg.97|Calhy_0090,fig|632348.3.peg.111|Calkro_0107	0	-	6	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632348.3	2092	1524	-	352	-	2714_2517	-	97_0090	-	111_0107	-	-	Two-component sensor kinase YesM (EC 2.7.3.-)	1.0	Counter({'Two-component sensor kinase YesM (EC 2.7.3.-)': 6})
