patric_id	KO	COG	COG_function
fig|31899.10.peg.2692	K04077	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions (By similarity)
fig|31899.10.peg.2693	K04078	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter (By similarity)
fig|31899.10.peg.2694		K	"Transcriptional regulator, ARAC family"
fig|31899.10.peg.2698	K09749	L	PALM domain HD hydrolase domain and
fig|31899.10.peg.2699	K02405	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
fig|31899.10.peg.2701	K03411	"N, T"	"Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis (By similarity)"
fig|31899.10.peg.2702	K03410	"N, T"	CheC --inhibitor of MCP methylation
fig|31899.10.peg.2703	K03408	"N, T"	chew protein
fig|31899.10.peg.2704	K03407	T	Chea signal transduction histidine kinase
fig|31899.10.peg.2705		U	Type iv pilus assembly
fig|31899.10.peg.2706	K04562	D	site-determining protein
fig|31899.10.peg.2707	K02404	N	flagellar biosynthesis regulator FlhF
fig|31899.10.peg.2708	"K02400,K03230"	N	Flagellar biosynthesis protein flha
fig|31899.10.peg.2709	"K02401,K03229,K13820"	N	flagellar biosynthetic protein flhB
fig|31899.10.peg.2710	K02421	N	Role in flagellar biosynthesis (By similarity)
fig|31899.10.peg.2711	K02420	N	Flagellar biosynthetic protein fliq
fig|31899.10.peg.2712	"K02419,K03226"	N	Flagellar biosynthetic protein FliP
fig|31899.10.peg.2713	K02418	N	flagellar
fig|31899.10.peg.2714	K03413	T	response regulator
fig|31899.10.peg.2715	K02417	N	Flagellar motor switch protein
fig|31899.10.peg.2716	K02416	N	"FliM is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)"
fig|31899.10.peg.2717	K02415	N	flagellar basal body-associated protein flil
fig|31899.10.peg.2718	K02385	N	flagellar FlbD family protein
fig|31899.10.peg.2719	"K02389,K02390"	N	"flagellar hook protein, FlgE"
fig|31899.10.peg.2720		N	Flagellar operon protein
fig|31899.10.peg.2721	K02389	N	Flagellar hook capping protein
fig|31899.10.peg.2722	"K02384,K02414"	N	Flagellar hook-length control protein
fig|31899.10.peg.2723		S	NA
fig|31899.10.peg.2725	"K02412,K03224"	"N, U"	Flagellum-specific ATP synthase
fig|31899.10.peg.2726	K02411	N	Flagellar assembly protein FliH
fig|31899.10.peg.2727	K02410	N	"FliG is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)"
fig|31899.10.peg.2728	K02409	N	Flagellar M-ring protein fliF
fig|31899.10.peg.2729	K02409	N	Flagellar M-ring protein fliF
fig|31899.10.peg.2730	K02408	N	flagellar hook-basal body complex protein fliE
fig|31899.10.peg.2731	K02388	N	flagellar basal-body rod protein flgc
fig|31899.10.peg.2732	K02387	N	"Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)"
fig|31899.10.peg.2733	K03706	K	DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor (By similarity)
fig|31899.10.peg.2734	K03667	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)
fig|31899.10.peg.2735	K01419	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery (By similarity)
fig|31899.10.peg.2736	K04094	J	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs (By similarity)
fig|31899.10.peg.2737	"K03168,K03169"	L	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)"
fig|31899.10.peg.2738	K04096	L	DNA protecting protein DprA
fig|31899.10.peg.2739	K14415	L	RtcB Protein
fig|31899.10.peg.2740	K08591	S	Pfam:DUF205
fig|31899.10.peg.2741		S	radical SAM domain protein
fig|31899.10.peg.2743		S	Vanz family
fig|31899.10.peg.2745	"K02076,K03711,K09825"	K	"Ferric uptake regulator, Fur family"
fig|31899.10.peg.2746	"K01783,K09815,K11704,K19971,K19975"	P	periplasmic solute binding protein
fig|31899.10.peg.2747	"K02074,K09817,K09820"	P	(ABC) transporter
fig|31899.10.peg.2748	K09816	P	"ABC, transporter"
fig|31899.10.peg.2749	K07391	O	Mg chelatase subunit ChlI
fig|31899.10.peg.2750		S	Protein of unknown function DUF86
fig|31899.10.peg.2751	K07076	L	DNA Polymerase Beta Domain Protein Region
fig|31899.10.peg.2753		S	acetyltransferase
fig|31899.10.peg.2754	K06176	S	tRNA pseudouridine synthase d
fig|31899.10.peg.2755	K07057	S	Protein of unknown function DUF43
fig|31899.10.peg.2756	K02902	J	50S ribosomal protein l28
fig|31899.10.peg.2759		L	transposase IS116 IS110 IS902 family protein
fig|31899.10.peg.2763		S	Transposase
fig|31899.10.peg.2765	K01126	C	glycerophosphoryl diester phosphodiesterase
fig|31899.10.peg.2766	"K01775,K02529"	K	transcriptional regulator
fig|31899.10.peg.2768		E	"Alcohol dehydrogenase, GroES domain protein"
fig|31899.10.peg.2769	"K00639,K00652,K01906"	E	"Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide (By similarity)"
fig|31899.10.peg.2770	"K00288,K01938"	F	formyltetrahydrofolate synthetase
fig|31899.10.peg.2771	K18700	S	Thioesterase
fig|31899.10.peg.2772	K07090	S	Membrane
fig|31899.10.peg.2773		S	integral membrane protein
fig|31899.10.peg.2774		P	c4-dicarboxylate transporter malic acid transport protein
fig|31899.10.peg.2775	K01181	I	esterase
fig|31899.10.peg.2776		K	"Transcriptional regulator, TetR family"
fig|31899.10.peg.2777	K03734	H	ApbE family
fig|31899.10.peg.2778	"K00824,K00826,K02619"	E	brancheD-chain amino acid aminotransferase
fig|31899.10.peg.2779	"K01665,K03342,K13950"	E	synthase component I
fig|31899.10.peg.2780	"K01658,K01664,K01951"	E	anthranilate synthase
fig|31899.10.peg.2781	K07138	C	"4fe-4S ferredoxin, iron-sulfur binding domain protein"
fig|31899.10.peg.2783		L	transposase (IS4 family) protein
fig|31899.10.peg.2784	K07493	L	Transposase
fig|31899.10.peg.2785	K07493	L	Transposase
fig|31899.10.peg.2786		S	"Inherit from NOG: Leucine rich repeat protein, bspa family protein"
fig|31899.10.peg.2788		S	"Integrase, catalytic region"
fig|31899.10.peg.2790	K12910	E	Homocitrate synthase
fig|31899.10.peg.2791	"K01786,K03080"	G	Class II aldolase adducin family protein
fig|31899.10.peg.2792	"K02103,K03710"	K	"Transcriptional regulator, GntR family"
fig|31899.10.peg.2793	K00853	C	ribulokinase
fig|31899.10.peg.2794	K03407	T	Chea signal transduction histidine kinase
fig|31899.10.peg.2795	"K00575,K13924"	"N, T"	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP (By similarity)
fig|31899.10.peg.2796	K03409	N	CheC domain protein
fig|31899.10.peg.2798	K03413	T	response regulator
fig|31899.10.peg.2799	K03412	T	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)
fig|31899.10.peg.2800	K03408	"N, T"	chew protein
fig|31899.10.peg.2801	K03406	S	Methyl-accepting chemotaxis sensory transducer
fig|31899.10.peg.2802		T	Diguanylate cyclase phosphodiesterase with PAS PAC sensor(S)
fig|31899.10.peg.2803		S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.2805	K11931	G	polysaccharide deacetylase
fig|31899.10.peg.2806	"K09955,K18205"	G	"protein, conserved in bacteria"
fig|31899.10.peg.2807		E	amino acid
fig|31899.10.peg.2808	"K00001,K11440"	C	alcohol dehydrogenase
fig|31899.10.peg.2809		K	Transcriptional regulator
fig|31899.10.peg.2810		S	aig2 family
fig|31899.10.peg.2811		S	Membrane
fig|31899.10.peg.2812	K07979	K	TRANSCRIPTIONAl REGULATOR GntR family
fig|31899.10.peg.2813	K01990	V	ABC transporter
fig|31899.10.peg.2814	K01992	S	NA
fig|31899.10.peg.2815	K06218	S	Plasmid stabilization system
fig|31899.10.peg.2816	K06218	S	Plasmid stabilization system
fig|31899.10.peg.2817		S	prevent-host-death family
fig|31899.10.peg.2818	K01883	J	cysteinyl-tRNA synthetase
fig|31899.10.peg.2819	K00640	E	serine acetyltransferase
fig|31899.10.peg.2820	"K01885,K09698"	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)
fig|31899.10.peg.2823		S	Transposase
fig|31899.10.peg.2824		S	NA
fig|31899.10.peg.2825		S	NA
fig|31899.10.peg.2826		S	Dynamin family
fig|31899.10.peg.2828	K09388	S	NA
fig|31899.10.peg.2829	K06885	S	Phosphohydrolase
fig|31899.10.peg.2830		S	NA
fig|31899.10.peg.2831	"K02058,K03406,K10439"	G	Periplasmic binding protein LacI transcriptional regulator
fig|31899.10.peg.2832	"K10440,K10541,K10553,K17203,K17206"	G	"ABC transporter, membrane spanning protein"
fig|31899.10.peg.2833	"K01995,K01996,K02056,K10441,K10545"	P	ABC transporter
fig|31899.10.peg.2835		K	transcriptional regulator DeoR family
fig|31899.10.peg.2836	"K01995,K01996,K02056,K10441,K10545"	P	ABC transporter related
fig|31899.10.peg.2839		S	NA
fig|31899.10.peg.2840		S	NA
fig|31899.10.peg.2842	"K01843,K19814"	E	"Lysine 2,3-aminomutase YodO family protein"
fig|31899.10.peg.2843	K06218	S	Plasmid stabilisation system protein
fig|31899.10.peg.2845		S	DNA polymerase beta domain protein region
fig|31899.10.peg.2846		S	Protein of unknown function (DUF1646)
fig|31899.10.peg.2847	K07213	P	copper ion binding protein
fig|31899.10.peg.2848	K17686	P	copper-exporting ATPase
fig|31899.10.peg.2849	K06933	O	UPF0251 protein
fig|31899.10.peg.2851		S	Dinitrogenase iron-molybdenum cofactor biosynthesis protein
fig|31899.10.peg.2853	K03304	P	c4-dicarboxylate transporter malic acid transport protein
fig|31899.10.peg.2854	K03304	P	c4-dicarboxylate transporter malic acid transport protein
fig|31899.10.peg.2857	K03605	D	ATP-binding protein
fig|31899.10.peg.2858		S	(CBS) domain
fig|31899.10.peg.2859	K07442	J	tRNA (Adenine-N1-)-methyltransferase
fig|31899.10.peg.2860		S	Transposase
fig|31899.10.peg.2862		S	Pfam:DUF820
fig|31899.10.peg.2864		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.2865		L	Integrase core domain
fig|31899.10.peg.2866		S	Transposase
fig|31899.10.peg.2867		S	s-layer domain-containing protein
fig|31899.10.peg.2868	K02004	V	"ABC transporter, permease"
fig|31899.10.peg.2869	K02003	V	Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)
fig|31899.10.peg.2870	K02005	M	"Efflux transporter rnd family, mfp subunit"
fig|31899.10.peg.2872	K09388	S	NA
fig|31899.10.peg.2873	K09388	S	NA
fig|31899.10.peg.2875		S	s-layer domain-containing protein
fig|31899.10.peg.2876	K03406	S	methyl-accepting chemotaxis
fig|31899.10.peg.2877	K01571	C	Oxaloacetate decarboxylase
fig|31899.10.peg.2878	K03406	S	Methyl-accepting chemotaxis sensory transducer
fig|31899.10.peg.2879		S	Transposase
fig|31899.10.peg.2881	"K02026,K10238"	P	binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.2882	"K02025,K10237"	P	binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.2883	"K02027,K10236,K15770"	G	"ABC, transporter"
fig|31899.10.peg.2884	"K01775,K02529,K05499"	K	"Transcriptional regulator, LacI family"
fig|31899.10.peg.2885		S	NA
fig|31899.10.peg.2888		S	NA
fig|31899.10.peg.2889		S	NA
fig|31899.10.peg.2890	"K02346,K03502"	L	Poorly processive error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits no 3-5 exonuclease (proofreading) activity. May be involved in translesional synthesis in conjunction with the beta clamp from polIII (By similarity)
fig|31899.10.peg.2891		S	NA
fig|31899.10.peg.2892	K03071	S	NA
fig|31899.10.peg.2893		K	helix-turn-helix domain-containing protein
fig|31899.10.peg.2894		S	NA
fig|31899.10.peg.2896	K07496	L	transposase
fig|31899.10.peg.2897		L	Pfam:Transposase_17
fig|31899.10.peg.2898	K00820	M	"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)"
fig|31899.10.peg.2899	K03431	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)
fig|31899.10.peg.2900	K06882	E	lipolytic protein G-D-S-L family
fig|31899.10.peg.2901		G	Major facilitator Superfamily
fig|31899.10.peg.2902	K07088	S	auxin efflux carrier
fig|31899.10.peg.2903	K00615	G	Transketolase (EC 2.2.1.1)
fig|31899.10.peg.2904		T	regulatoR
fig|31899.10.peg.2905	K17318	G	extracellular solute-binding protein family 1
fig|31899.10.peg.2906	K17319	G	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.2907	K17320	P	binding-protein-dependent transport systems inner membrane Component
fig|31899.10.peg.2908		G	Xylose isomerase domain-containing protein
fig|31899.10.peg.2909		S	domain protein
fig|31899.10.peg.2910		G	Xylose isomerase domain protein TIM barrel
fig|31899.10.peg.2911	K02395	N	Flagellar protein
fig|31899.10.peg.2912	"K02390,K02392"	N	flagellar basal-body rod protein FlgG
fig|31899.10.peg.2913	"K02391,K02392"	N	flagellar basal-body rod protein
fig|31899.10.peg.2914	K03569	D	Rod shape-determining protein mreb
fig|31899.10.peg.2915	K03797	M	protease
fig|31899.10.peg.2916		S	s-layer domain-containing protein
fig|31899.10.peg.2917		S	s-layer domain-containing protein
fig|31899.10.peg.2918	K05540	J	"Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)"
fig|31899.10.peg.2919		S	Protein of unknown function DUF86
fig|31899.10.peg.2920		S	DNA polymerase beta domain protein region
fig|31899.10.peg.2921		S	TraX protein
fig|31899.10.peg.2922	K01992	S	permease
fig|31899.10.peg.2923	K01990	V	ABC transporter
fig|31899.10.peg.2927	K01990	V	abc transporter atp-binding protein
fig|31899.10.peg.2928	K07979	K	TRANSCRIPTIONAl REGULATOR GntR family
fig|31899.10.peg.2929	K18197	S	NA
fig|31899.10.peg.2930	"K05349,K17641"	G	Glycoside hydrolase family 3 domain protein
fig|31899.10.peg.2931	K03303	C	l-lactate permease
fig|31899.10.peg.2932		S	HD Domain
fig|31899.10.peg.2933		E	Glutamate synthase alpha subunit domain protein
fig|31899.10.peg.2934	K12265	C	faD-dependent pyridine nucleotide-disulfide oxidoreductase
fig|31899.10.peg.2935	K00196	C	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein
fig|31899.10.peg.2936	"K00265,K00284"	E	glutamate synthase
fig|31899.10.peg.2937	K00764	E	Glutamine amido-transferase
fig|31899.10.peg.2941	K01537	P	p-type ATPase
fig|31899.10.peg.2942	K07301	P	Sodium calcium exchanger membrane region
fig|31899.10.peg.2943		S	NA
fig|31899.10.peg.2945	K01990	V	Abc transporter
fig|31899.10.peg.2946	K01992	N	ABC transporter
fig|31899.10.peg.2947	K01992	N	#NAME?
fig|31899.10.peg.2948		S	NA
fig|31899.10.peg.2950	K01190	G	Glycoside hydrolase family 2 TIM barrel
fig|31899.10.peg.2951		G	hydrolase family 43
fig|31899.10.peg.2952	K07718	T	Histidine kinase
fig|31899.10.peg.2953	K07720	T	regulatoR
fig|31899.10.peg.2954	"K02026,K10194"	P	Binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.2955	K10193	P	Binding-protein-dependent transport system inner membrane component
fig|31899.10.peg.2956	K10192	G	extracellular solute-binding protein
