Rep_gene	most_common_function	function_proportion	count_result
fig|632335.8.peg.1470	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|632292.3.peg.2303|Calhy_2199	Predicted rhamnose oligosaccharide ABC transport system, permease component	1.0	Counter({'Predicted rhamnose oligosaccharide ABC transport system, permease component': 1})
fig|351627.8.peg.431|Csac_0373	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
fig|351627.8.peg.2363|Csac_2182	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632518.3.peg.1874|Calow_1761	Endo-1,4-beta-xylanase (EC 3.2.1.8)	1.0	Counter({'Endo-1,4-beta-xylanase (EC 3.2.1.8)': 2})
fig|632335.8.peg.2315|Calkr_2140	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	1.0	Counter({'Replicative DNA helicase (DnaB) (EC 3.6.4.12)': 1})
fig|632335.8.peg.136|Calkr_0105	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
fig|632516.3.peg.93|CallaDRAFT_0091	Rubredoxin	1.0	Counter({'Rubredoxin': 12})
fig|632518.3.peg.131|Calow_0117	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)': 10})
fig|632516.3.peg.41|CallaDRAFT_0041	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|351627.8.peg.2578|Csac_2392	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|608506.3.peg.2386|COB47_2219	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.1741	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632335.8.peg.1236|Calkr_1116	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	1.0	Counter({'4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)': 12})
fig|351627.8.peg.2596|Csac_2406	Endo-1,4-beta-xylanase (EC 3.2.1.8)	1.0	Counter({'Endo-1,4-beta-xylanase (EC 3.2.1.8)': 1})
fig|632518.3.peg.2224|Calow_2078	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632348.3.peg.735|Calkro_0692	protein of unknown function UPF0236	1.0	Counter({'protein of unknown function UPF0236': 1})
fig|632516.3.peg.13|CallaDRAFT_0013	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632335.8.peg.17|Calkr_2652	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.826|CallaDRAFT_0791	Protein of unknown function DUF820	0.6	Counter({'Protein of unknown function DUF820': 3, 'hypothetical protein': 2})
fig|1387557.3.peg.1216	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632348.3.peg.1794|Calkro_1702	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.1577|CallaDRAFT_1517	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
fig|632518.3.peg.2033|Calow_1910	Transcriptional repressor of arabinoside utilization operon, GntR family	1.0	Counter({'Transcriptional repressor of arabinoside utilization operon, GntR family': 11})
fig|632292.3.peg.1179|Calhy_1098	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.2739|Calkr_2523	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
fig|632516.3.peg.2607|CallaDRAFT_2513	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632348.3.peg.36	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)	1.0	Counter({'Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)': 1})
fig|351627.8.peg.2759	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.2856	Lactoylglutathione lyase and related lyases	1.0	Counter({'Lactoylglutathione lyase and related lyases': 1})
fig|1387557.3.peg.2857	FIG022979: MoxR-like ATPases	1.0	Counter({'FIG022979: MoxR-like ATPases': 1})
fig|1387557.3.peg.2855	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.2880	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|1387557.3.peg.2858	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.2859	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.2999|SAMN05216182_2738	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
fig|632516.3.peg.1179|CallaDRAFT_1121	hypothetical protein	1.0	Counter({'hypothetical protein': 11})
fig|632516.3.peg.1357|CallaDRAFT_1296	Mobile element protein	1.0	Counter({'Mobile element protein': 2})
fig|632348.3.peg.388|Calkro_0359	hypothetical protein	0.666666666667	Counter({'hypothetical protein': 4, 'Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)': 2})
fig|632518.3.peg.1815|Calow_1710	Transposase, IS4 family	1.0	Counter({'Transposase, IS4 family': 1})
fig|632518.3.peg.1688|Calow_1591	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632335.8.peg.2281|Calkr_2110	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|31899.10.peg.2838|SAMN05216182_2591	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
fig|632516.3.peg.2462|CallaDRAFT_2367	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	1.0	Counter({'Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)': 1})
fig|31899.10.peg.2638|SAMN05216182_2399	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|632518.3.peg.1923	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632518.3.peg.1921	Transposase	0.666666666667	Counter({'Transposase': 2, 'hypothetical protein': 1})
fig|632518.3.peg.1920	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|351627.8.peg.2716|Csac_2519	Chitosanase-glucanase	1.0	Counter({'Chitosanase-glucanase': 1})
fig|1121259.3.peg.1876	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1121259.3.peg.1877	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1121259.3.peg.1870	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.2359|CallaDRAFT_2268	Transposase, IS4 family	1.0	Counter({'Transposase, IS4 family': 1})
fig|632516.3.peg.1978|CallaDRAFT_1909	Capsular polysaccharide synthesis enzyme Cap5F	1.0	Counter({'Capsular polysaccharide synthesis enzyme Cap5F': 1})
fig|632292.3.peg.159|Calhy_0147	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|632335.8.peg.1957|Calkr_1815	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632516.3.peg.75|CallaDRAFT_0073	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632518.3.peg.1697|Calow_1599	Type IV pilin PilA	0.727272727273	Counter({'Type IV pilin PilA': 16, 'hypothetical protein': 6})
fig|1121259.3.peg.822	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632292.3.peg.920|Calhy_0852	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1121259.3.peg.824	Endonuclease III (EC 4.2.99.18)	1.0	Counter({'Endonuclease III (EC 4.2.99.18)': 12})
fig|632292.3.peg.2729	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.314|Calkr_0266	2-phosphosulfolactate phosphatase	0.833333333333	Counter({'2-phosphosulfolactate phosphatase': 10, 'Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)': 2})
fig|632292.3.peg.2722	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.1627|Calkr_1502	protein of unknown function DUF964	0.454545454545	Counter({'protein of unknown function DUF964': 5, 'Transcriptional regulator': 3, 'hypothetical protein': 3})
fig|1214564.3.peg.126	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|351627.8.peg.1656|Csac_1498	Putative glycoportein or S-layer protein	1.0	Counter({'Putative glycoportein or S-layer protein': 6})
fig|351627.8.peg.807|Csac_0702	Methanol dehydrogenase regulator (MoxR) homolog	1.0	Counter({'Methanol dehydrogenase regulator (MoxR) homolog': 9})
fig|1214564.3.peg.127	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.413	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
fig|632348.3.peg.14|Calkro_0015	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
fig|31899.10.peg.3058|SAMN05216182_2793	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.2815|SAMN05216182_2570	TTE0859 replicon stabilization toxin	1.0	Counter({'TTE0859 replicon stabilization toxin': 1})
fig|351627.8.peg.1642|Csac_1482	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|632518.3.peg.2240|Calow_2093	Chromosome partition protein smc	1.0	Counter({'Chromosome partition protein smc': 1})
fig|632348.3.peg.1662|Calkro_1575	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632518.3.peg.259|Calow_0236	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|31899.10.peg.139	Mll2627 protein	1.0	Counter({'Mll2627 protein': 1})
fig|31899.10.peg.138	integral membrane sensor signal transduction histidine kinase	1.0	Counter({'integral membrane sensor signal transduction histidine kinase': 1})
fig|31899.10.peg.2661|SAMN05216182_2421	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|351627.8.peg.920|Csac_0809	Signal transduction histidine kinase CheA	1.0	Counter({'Signal transduction histidine kinase CheA': 10})
fig|608506.3.peg.132	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|608506.3.peg.133	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|608506.3.peg.131	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|608506.3.peg.136	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|632518.3.peg.2172|Calow_2029	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|608506.3.peg.134	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|608506.3.peg.135	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.2803	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
fig|608506.3.peg.138	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.2800	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
fig|632335.8.peg.2807	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.2806	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	0.5	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 3, 'hypothetical protein': 3})
fig|632335.8.peg.2805	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
fig|31899.10.peg.876|SAMN05216182_0718	protein of unknown function DUF1232	1.0	Counter({'protein of unknown function DUF1232': 5})
fig|632516.3.peg.551	Predicted alpha-L-rhamnosidase	1.0	Counter({'Predicted alpha-L-rhamnosidase': 1})
fig|1387557.3.peg.391	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.1891|CallaDRAFT_1822	Uncharacterized transcriptional regulator YdjF, DeoR family	1.0	Counter({'Uncharacterized transcriptional regulator YdjF, DeoR family': 1})
fig|632292.3.peg.1634	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|351627.8.peg.741	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.1724	hypothetical protein	1.0	Counter({'hypothetical protein': 12})
fig|1387555.3.peg.1723	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|351627.8.peg.130|Csac_0107	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
fig|1387555.3.peg.1721	ATPase component of general energizing module of ECF transporters	1.0	Counter({'ATPase component of general energizing module of ECF transporters': 12})
fig|1387555.3.peg.1720	Transmembrane component of general energizing module of ECF transporters	1.0	Counter({'Transmembrane component of general energizing module of ECF transporters': 12})
fig|351627.8.peg.861|Csac_0753	Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)	1.0	Counter({'Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)': 11})
fig|1387555.3.peg.1729	Cysteine desulfurase (EC 2.8.1.7), associated with tRNA 4-thiouridine synthase	1.0	Counter({'Cysteine desulfurase (EC 2.8.1.7), associated with tRNA 4-thiouridine synthase': 12})
fig|351627.8.peg.746	ABC transporter, fused permease protein	1.0	Counter({'ABC transporter, fused permease protein': 1})
fig|1387557.3.peg.2218	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.2219	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.2754|Calkr_2529	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.2213	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.2215	Transposase	1.0	Counter({'Transposase': 1})
fig|1387557.3.peg.2216	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.2217	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632348.3.peg.414	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632348.3.peg.415	Transposase	1.0	Counter({'Transposase': 1})
fig|632292.3.peg.2573|Calhy_2455	Transcriptional regulator, LysR family	1.0	Counter({'Transcriptional regulator, LysR family': 1})
fig|632348.3.peg.413	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632348.3.peg.2009|Calkro_1909	Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	1.0	Counter({'Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB': 2})
fig|351627.8.peg.1240|Csac_1103	Two-component system sensor histidine kinase	1.0	Counter({'Two-component system sensor histidine kinase': 2})
fig|632348.3.peg.746|Calkro_0703	hypothetical protein	1.0	Counter({'hypothetical protein': 6})
fig|632516.3.peg.1360|CallaDRAFT_1300	Methyltransferase type 11	0.8	Counter({'Methyltransferase type 11': 4, 'Tellurite resistance protein-related protein': 1})
fig|632335.8.peg.1663|Calkr_1535	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387557.3.peg.84	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
fig|351627.8.peg.1616|Csac_1455	Transposase	1.0	Counter({'Transposase': 1})
fig|1387557.3.peg.80	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.2166	hypothetical protein	1.0	Counter({'hypothetical protein': 6})
fig|1387557.3.peg.82	Molybdenum ABC transporter ATP-binding protein ModC	1.0	Counter({'Molybdenum ABC transporter ATP-binding protein ModC': 5})
fig|31899.10.peg.1155|SAMN05216182_0967	Lipoyl synthase (EC 2.8.1.8)	1.0	Counter({'Lipoyl synthase (EC 2.8.1.8)': 8})
fig|632292.3.peg.456|Calhy_0419	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.9|CallaDRAFT_0009	hypothetical protein	0.583333333333	Counter({'hypothetical protein': 7, 'UPF0182 protein AF1421': 5})
fig|1387557.3.peg.714	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632516.3.peg.2012|CallaDRAFT_1943	Methyl-accepting chemotaxis sensor/transducer protein	1.0	Counter({'Methyl-accepting chemotaxis sensor/transducer protein': 1})
fig|608506.3.peg.2380|COB47_2213	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632292.3.peg.219	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|351627.8.peg.919|Csac_0808	Positive regulator of CheA protein activity (CheW)	1.0	Counter({'Positive regulator of CheA protein activity (CheW)': 10})
fig|1387555.3.peg.2076	alpha-galacturonidase (EC 3.2.1.67)	1.0	Counter({'alpha-galacturonidase (EC 3.2.1.67)': 1})
fig|1387555.3.peg.2077	alpha-galacturonidase (EC 3.2.1.67)	1.0	Counter({'alpha-galacturonidase (EC 3.2.1.67)': 1})
fig|1387555.3.peg.2075	alpha-galacturonidase (EC 3.2.1.67)	1.0	Counter({'alpha-galacturonidase (EC 3.2.1.67)': 1})
fig|1387555.3.peg.2073	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
fig|1387555.3.peg.2078	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.2081|SAMN05216182_1868	hypothetical protein	0.75	Counter({'hypothetical protein': 3, 'Abortive infection protein': 1})
fig|632292.3.peg.796|Calhy_0734	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632292.3.peg.810|Calhy_0749	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|1387555.3.peg.1237	hypothetical protein	1.0	Counter({'hypothetical protein': 8})
fig|351627.8.peg.1391	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.1862	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.649|SAMN05216182_0506	FIG124585: Hypothetical protein	1.0	Counter({'FIG124585: Hypothetical protein': 12})
fig|632335.8.peg.2241|Calkr_2071	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|1387555.3.peg.710	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.711	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.712	Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)	0.75	Counter({'Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)': 9, 'Pullulanase (EC 3.2.1.41)': 3})
fig|1387555.3.peg.245	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.714	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.715	Fluoride ion transporter CrcB	1.0	Counter({'Fluoride ion transporter CrcB': 12})
fig|1387555.3.peg.716	Fluoride ion transporter CrcB	1.0	Counter({'Fluoride ion transporter CrcB': 12})
fig|1387555.3.peg.241	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|1387555.3.peg.1233	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|1387555.3.peg.1544	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	1.0	Counter({'Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)': 11})
fig|632516.3.peg.42|CallaDRAFT_0042	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632335.8.peg.168	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|31899.10.peg.297|SAMN05216182_0186	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
fig|632335.8.peg.162	Mobile element protein	0.8	Counter({'Mobile element protein': 8, 'hypothetical protein': 2})
fig|632335.8.peg.161	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.160	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
fig|632335.8.peg.165	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
fig|632335.8.peg.164	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
fig|632518.3.peg.90|Calow_0079	Alpha-amylase (EC 3.2.1.1)	0.75	Counter({'Alpha-amylase (EC 3.2.1.1)': 9, '1,4-alpha-glucan branching enzyme (EC 2.4.1.18)': 3})
